pm25,visibility,traffic,nox,action
119.0,9.26,33,53.0,1
80.0,11.36,39,68.0,1
51.0,12.77,34,58.0,0
36.0,20.69,27,41.0,0
30.0,17.14,23,34.0,0
24.0,17.75,27,39.0,0
20.0,21.43,21,27.0,0
20.0,23.81,21,27.0,0
17.0,22.73,26,42.0,0
23.0,18.18,27,46.0,0
23.0,18.18,27,46.0,0
27.0,18.18,27,45.0,0
49.0,15.15,39,74.0,0
47.0,15.08,39,73.0,0
49.0,14.85,36,70.0,0
54.0,14.63,34,58.0,0
55.0,14.02,41,78.0,0
55.0,13.76,43,84.0,0
54.0,14.22,39,73.0,0
30.0,16.04,26,36.0,0
23.0,22.39,21,27.0,0
16.0,19.74,25,39.0,0
26.0,18.52,31,59.0,0
27.0,18.4,25,34.0,0
37.0,15.31,26,38.0,0
54.0,14.08,28,44.0,0
34.0,18.99,22,30.0,0
32.0,18.18,25,39.0,0
40.0,15.15,29,46.0,0
40.0,15.15,29,46.0,0
50.0,15.08,23,31.0,0
48.0,15.38,24,31.0,0
42.0,16.22,21,26.0,0
39.0,15.71,20,23.0,0
36.0,16.3,20,22.0,0
34.0,15.62,21,25.0,0
34.0,15.62,21,25.0,0
40.0,13.04,32,50.0,0
46.0,12.88,30,43.0,0
50.0,10.95,33,54.0,0
59.0,11.24,35,55.0,0
54.0,11.49,28,43.0,0
47.0,12.82,28,43.0,0
48.0,12.93,35,64.0,0
40.0,15.08,33,65.0,0
35.0,15.46,29,52.0,0
38.0,15.38,34,58.0,0
43.0,12.55,40,71.0,0
42.0,12.66,40,70.0,0
117.0,8.2,46,73.0,1
152.0,7.04,50,76.0,1
181.0,6.12,61,84.0,1
251.0,5.35,61,80.0,1
213.0,6.28,52,67.0,1
111.0,10.87,29,30.0,1
90.0,10.79,23,22.0,1
108.0,8.65,28,27.0,1
127.0,8.09,28,28.0,1
110.0,9.01,30,30.0,1
118.0,7.98,34,42.0,1
134.0,7.37,38,49.0,1
88.0,8.29,30,39.0,1
24.0,23.26,23,33.0,0
26.0,18.75,24,30.0,0
36.0,17.54,30,49.0,0
26.0,18.18,26,42.0,0
51.0,15.79,27,39.0,0
56.0,16.57,23,34.0,0
47.0,17.05,28,34.0,0
43.0,18.29,20,34.0,0
55.0,14.85,26,31.0,0
64.0,16.39,23,23.0,0
57.0,15.08,28,33.0,0
57.0,14.63,28,33.0,0
70.0,13.22,35,38.0,0
73.0,12.3,33,34.0,0
92.0,9.97,39,48.0,1
92.0,9.97,39,48.0,1
120.0,8.67,43,48.0,1
195.0,6.3,67,69.0,1
206.0,5.7,68,65.0,1
196.0,5.8,70,72.0,1
181.0,6.36,74,85.0,1
179.0,6.28,86,107.0,1
190.0,6.13,77,85.0,1
175.0,7.16,71,81.0,1
178.0,6.79,82,96.0,1
183.0,6.86,83,98.0,1
184.0,6.54,82,96.0,1
193.0,6.74,82,96.0,1
197.0,6.62,80,88.0,1
197.0,6.56,78,82.0,1
177.0,7.39,73,76.0,1
187.0,7.01,74,79.0,1
157.0,8.13,66,70.0,1
161.0,7.73,63,67.0,1
172.0,7.13,64,65.0,1
171.0,6.91,58,56.0,1
155.0,7.67,54,52.0,1
160.0,8.33,46,39.0,1
166.0,7.54,44,37.0,1
183.0,6.65,49,49.0,1
203.0,6.34,53,56.0,1
210.0,6.09,49,48.0,1
212.0,6.12,45,40.0,1
163.0,7.71,36,33.0,1
123.0,10.0,30,30.0,1
110.0,8.85,27,26.0,1
112.0,8.82,27,30.0,1
130.0,7.46,37,50.0,1
141.0,6.99,38,50.0,1
149.0,6.96,46,70.0,1
145.0,7.37,50,76.0,1
149.0,7.52,50,81.0,1
139.0,7.89,39,58.0,1
178.0,6.96,39,56.0,1
154.0,7.98,33,42.0,1
141.0,8.57,37,60.0,1
82.0,13.39,28,44.0,1
71.0,13.27,28,43.0,0
66.0,11.81,35,54.0,0
91.0,9.58,37,57.0,1
121.0,9.15,36,48.0,1
141.0,7.79,35,38.0,1
118.0,11.28,33,33.0,1
122.0,7.75,37,40.0,1
117.0,9.93,31,32.0,1
95.0,10.1,32,34.0,1
142.0,6.82,40,39.0,1
133.0,8.13,48,71.0,1
112.0,8.62,35,34.0,1
86.0,10.45,34,41.0,1
72.0,10.95,35,49.0,0
62.0,10.64,32,51.0,0
76.0,8.43,43,75.0,1
81.0,8.8,50,97.0,1
88.0,7.59,52,103.0,1
68.0,8.0,34,56.0,0
71.0,10.17,40,72.0,0
112.0,6.96,46,79.0,1
141.0,7.73,46,74.0,1
101.0,8.9,39,66.0,1
216.0,4.56,49,72.0,1
325.0,3.85,52,71.0,1
343.0,3.76,58,76.0,1
289.0,4.67,70,62.0,1
300.0,4.42,74,68.0,1
311.0,4.21,76,76.0,1
304.0,4.41,73,65.0,1
299.0,4.37,71,61.0,1
310.0,4.22,72,62.0,1
312.0,4.31,70,58.0,1
290.0,4.67,61,49.0,1
293.0,4.67,54,44.0,1
293.0,4.52,55,51.0,1
280.0,3.87,70,73.0,1
491.0,2.71,80,87.0,1
500.0,2.69,79,84.0,1
475.0,2.96,77,79.0,1
203.0,5.93,39,41.0,1
30.0,18.75,22,28.0,0
21.0,21.13,18,23.0,0
26.0,19.74,25,40.0,0
28.0,19.23,21,32.0,0
44.0,17.34,27,30.0,0
56.0,17.86,21,30.0,0
51.0,18.4,24,25.0,0
53.0,16.76,25,27.0,0
51.0,16.95,28,34.0,0
58.0,14.49,35,54.0,0
58.0,13.76,36,54.0,0
74.0,13.7,33,43.0,0
84.0,11.9,37,52.0,1
95.0,10.49,42,60.0,1
119.0,8.77,43,53.0,1
119.0,8.77,51,53.0,1
160.0,7.01,51,54.0,1
174.0,6.79,58,61.0,1
183.0,6.15,71,76.0,1
181.0,5.99,76,85.0,1
180.0,6.04,75,89.0,1
180.0,6.34,74,84.0,1
180.0,6.44,72,84.0,1
172.0,6.74,78,104.0,1
179.0,6.64,77,94.0,1
181.0,6.56,74,89.0,1
195.0,6.41,70,79.0,1
204.0,6.25,77,84.0,1
219.0,6.07,75,73.0,1
213.0,6.09,76,77.0,1
210.0,6.07,77,79.0,1
205.0,6.26,79,86.0,1
214.0,6.02,77,79.0,1
220.0,5.64,79,86.0,1
250.0,5.03,80,87.0,1
278.0,4.62,78,81.0,1
295.0,4.39,82,95.0,1
303.0,4.29,74,71.0,1
215.0,5.76,55,51.0,1
211.0,5.98,47,47.0,1
213.0,5.75,45,46.0,1
216.0,6.06,40,39.0,1
205.0,6.37,36,36.0,1
196.0,6.44,44,52.0,1
262.0,4.8,84,107.0,1
262.0,4.8,77,96.0,1
263.0,5.3,71,96.0,1
254.0,5.05,73,98.0,1
246.0,5.24,81,116.0,1
243.0,5.44,73,98.0,1
236.0,5.63,68,88.0,1
239.0,5.64,65,76.0,1
238.0,5.74,68,83.0,1
232.0,5.99,67,78.0,1
232.0,6.47,62,78.0,1
196.0,7.35,58,85.0,1
187.0,7.67,55,83.0,1
182.0,7.5,57,82.0,1
186.0,6.93,61,79.0,1
196.0,6.52,63,81.0,1
196.0,6.45,65,81.0,1
194.0,6.37,64,85.0,1
203.0,6.67,42,78.0,1
210.0,6.2,37,61.8,1
204.0,6.09,39,67.13,1
206.0,6.4,70,82.0,1
212.0,6.3,75,89.0,1
224.0,5.49,86,106.0,1
239.0,5.05,85,104.0,1
239.0,5.05,78,104.0,1
133.0,10.49,67,80.0,1
85.0,15.54,64,75.0,1
46.0,15.62,61,71.0,0
29.0,18.99,59,59.0,0
5.0,27.27,14,9.0,0
10.0,25.0,13,10.0,0
6.0,26.79,10,7.0,0
6.0,26.79,11,9.0,0
6.0,26.79,11,9.0,0
10.0,25.0,14,16.0,0
13.0,23.81,26,38.0,0
13.0,23.81,20,38.0,0
6.0,27.52,15,22.0,0
11.0,14.22,16,25.0,0
9.0,25.42,13,18.0,0
9.0,24.19,14,20.0,0
10.0,24.0,13,15.0,0
11.0,24.39,13,15.0,0
10.0,24.19,13,18.0,0
13.0,26.09,13,15.0,0
13.0,24.19,13,15.0,0
13.0,13.64,17,25.0,0
14.0,14.78,22,33.0,0
24.0,11.63,32,60.0,0
27.0,11.67,42,81.0,0
32.0,16.04,45,88.0,0
27.0,18.75,39,79.0,0
24.0,15.38,29,58.0,0
23.0,14.08,38,81.0,0
32.0,12.71,39,82.0,0
31.0,14.22,44,84.0,0
32.0,12.24,39,84.0,0
22.0,12.77,36,67.0,0
13.0,24.39,18,27.0,0
16.0,18.18,22,33.0,0
29.0,10.34,46,86.0,0
26.0,13.39,42,76.0,0
24.0,15.79,31,54.0,0
23.0,20.55,23,33.0,0
35.0,14.35,18,23.0,0
30.0,10.79,25,33.0,0
40.0,16.13,28,39.0,0
34.0,12.66,24,29.0,0
42.0,14.22,20,28.0,0
29.0,15.15,18,28.0,0
23.0,20.55,18,28.0,0
15.0,15.08,25,45.0,0
22.0,19.23,29,53.0,0
33.0,12.61,32,56.0,0
30.0,14.29,36,73.0,0
30.0,17.65,24,42.0,0
12.0,19.74,20,27.0,0
14.0,22.9,18,23.0,0
11.0,21.58,19,26.0,0
12.0,21.43,18,27.0,0
20.0,14.56,29,50.0,0
29.0,17.75,40,86.0,0
23.0,19.11,39,83.0,0
21.0,14.85,39,77.0,0
27.0,13.76,40,76.0,0
27.0,14.63,39,73.0,0
22.0,16.39,36,63.0,0
18.0,16.76,24,40.0,0
19.0,18.18,21,30.0,0
21.0,17.96,18,21.0,0
15.0,23.08,14,15.0,0
12.0,24.19,15,17.0,0
9.0,23.44,15,22.0,0
20.0,10.24,29,53.0,0
17.0,7.25,21,31.0,0
14.0,7.3,25,40.0,0
15.0,19.74,25,38.0,0
19.0,20.55,26,41.0,0
16.0,17.96,27,50.0,0
24.0,12.66,30,55.0,0
25.0,14.93,33,58.0,0
30.0,17.86,31,58.0,0
28.0,18.07,36,62.0,0
22.0,17.96,33,64.0,0
28.0,16.85,39,79.0,0
29.0,16.39,44,87.0,0
26.0,17.05,37,73.0,0
28.0,16.13,39,73.0,0
28.0,16.39,39,69.0,0
27.0,16.48,36,62.0,0
19.0,17.24,26,41.0,0
15.0,23.08,17,18.0,0
13.0,22.39,17,19.0,0
11.0,22.73,23,16.0,0
6.0,25.86,22,14.0,0
7.0,23.81,14,13.0,0
13.0,22.06,14,16.0,0
19.0,16.48,18,23.0,0
17.0,18.07,21,26.0,0
20.0,15.96,23,33.0,0
23.0,15.87,25,38.0,0
31.0,14.35,31,59.0,0
31.0,14.35,33,59.0,0
46.0,9.68,45,91.0,0
45.0,11.07,50,102.0,0
49.0,9.68,51,106.0,0
48.0,13.57,47,99.0,0
26.0,15.08,32,61.0,0
21.0,19.48,29,51.0,0
20.0,18.87,30,54.0,0
21.0,14.29,39,77.0,0
28.0,15.08,37,73.0,0
25.0,13.7,40,75.0,0
55.0,10.87,41,79.0,0
52.0,13.27,37,65.0,0
40.0,15.46,26,37.0,0
38.0,15.46,23,28.0,0
44.0,14.93,22,23.0,0
44.0,13.89,21,21.0,0
44.0,14.93,21,20.0,0
46.0,13.39,21,22.0,0
48.0,13.27,23,23.0,0
52.0,14.02,26,25.0,0
53.0,12.1,27,26.0,0
53.0,12.45,31,31.0,0
63.0,9.32,36,44.0,0
68.0,9.17,32,41.0,0
18.0,10.71,17,19.0,0
27.0,19.23,17,20.0,0
24.0,19.61,18,18.0,0
27.0,19.48,17,18.0,0
24.0,20.27,24,19.0,0
25.0,20.0,15,19.0,0
27.0,15.87,19,24.0,0
42.0,14.71,23,39.0,0
38.0,16.39,29,53.0,0
50.0,14.15,30,50.0,0
53.0,13.95,32,50.0,0
50.0,15.38,30,48.0,0
59.0,13.1,33,54.0,0
59.0,13.1,31,54.0,0
64.0,12.71,25,27.0,0
65.0,11.72,24,19.0,0
78.0,9.93,24,21.0,1
89.0,9.01,26,22.0,1
106.0,8.88,29,25.0,1
103.0,8.72,31,31.0,1
116.0,8.36,32,36.0,1
116.0,8.36,36,36.0,1
141.0,7.63,32,30.0,1
160.0,6.48,37,60.0,1
167.0,6.29,51,80.0,1
138.0,6.7,34,46.0,1
74.0,8.72,22,24.0,0
92.0,8.29,20,17.0,1
60.0,13.27,22,24.0,0
375.0,5.55,22,23.0,1
10.0,19.23,21,20.0,0
3.0,17.86,25,28.0,0
3.0,22.9,29,37.0,0
3.0,20.0,35,50.0,0
3.0,24.59,27,31.0,0
150.0,10.64,29,37.0,1
150.0,8.72,33,42.0,1
3.0,20.0,33,42.0,0
3.0,20.0,31,42.0,0
18.0,22.06,26,26.28,0
22.0,23.26,28,33.26,0
28.0,19.35,34,50.5,0
26.0,20.27,39,68.36,0
30.0,20.13,38,63.64,0
31.0,20.69,38,63.85,0
42.0,16.3,38,63.85,0
41.0,17.14,36,57.69,0
20.0,21.43,28,32.64,0
23.0,23.62,28,32.03,0
20.0,21.43,25,22.38,0
19.0,21.9,24,19.3,0
16.0,21.58,25,23.4,0
15.0,25.42,24,19.71,0
18.0,17.96,28,31.62,0
30.0,19.11,33,49.48,0
25.0,20.55,34,53.17,0
26.0,20.55,34,50.91,0
20.0,21.43,29,36.75,0
24.0,18.18,36,58.51,0
26.0,22.56,34,50.71,0
18.0,24.79,25,24.43,0
19.0,17.75,26,27.92,0
15.0,23.08,28,32.23,0
17.0,23.44,30,38.6,0
23.0,20.98,32,43.93,0
26.0,21.58,34,51.94,0
26.0,21.58,31,43.52,0
37.0,18.63,33,49.27,0
26.0,17.65,28,33.46,0
27.0,13.22,26,25.87,0
17.0,22.39,24,21.15,0
17.0,24.59,22,15.4,0
18.0,22.22,22,13.14,0
16.0,24.19,22,14.78,0
24.0,20.83,37,62.82,0
24.0,22.22,35,56.05,0
29.0,17.65,35,55.84,0
30.0,17.65,33,49.27,0
28.0,20.0,26,37.0,0
25.0,18.07,25,35.0,0
23.0,18.99,25,34.0,0
27.0,13.82,31,49.0,0
44.0,13.22,28,39.0,0
44.0,13.57,29,42.0,0
60.0,13.27,33,42.0,0
48.0,14.02,27,40.0,0
48.0,17.05,30,40.0,0
35.0,16.39,28,31.82,0
41.0,13.39,30,38.6,0
43.0,15.31,32,45.17,0
59.0,10.75,37,61.38,0
66.0,10.99,39,67.13,0
67.0,11.81,38,65.29,0
74.0,11.36,39,67.13,0
62.0,13.22,39,66.11,0
58.0,14.02,40,71.03,0
44.0,16.85,37,59.74,0
51.0,13.95,37,62.62,0
41.0,20.69,33,49.68,0
40.0,16.13,32,46.4,0
55.0,12.61,36,59.33,0
65.0,12.35,37,61.0,0
76.0,11.81,35,50.0,1
61.0,13.89,31,43.0,0
49.0,14.71,29,41.0,0
50.0,12.55,29,41.0,0
50.0,12.55,25,28.0,0
52.0,12.15,26,28.0,0
71.0,9.84,28,33.0,0
79.0,11.07,27,30.0,1
45.0,13.1,25,24.0,0
56.0,14.15,27,26.0,0
48.0,14.71,25,24.0,0
81.0,10.2,36,36.0,1
129.0,8.36,38,38.0,1
147.0,7.96,41,42.0,1
147.0,8.26,39,43.0,1
137.0,8.7,37,39.0,1
136.0,8.75,33,39.0,1
135.0,8.93,34,41.0,1
138.0,8.62,35,46.0,1
139.0,8.43,37,51.0,1
129.0,9.09,36,49.0,1
129.0,8.82,36,49.0,1
138.0,8.13,42,56.0,1
150.0,7.44,46,63.0,1
165.0,7.18,45,57.0,1
169.0,7.61,38,45.0,1
170.0,7.23,38,43.0,1
158.0,7.63,36,38.0,1
154.0,8.2,35,39.0,1
128.0,9.06,30,25.0,1
113.0,10.95,28,21.0,1
87.0,11.86,25,19.0,1
78.0,12.24,27,19.0,1
68.0,13.95,27,20.0,0
76.0,10.17,31,28.0,1
76.0,10.17,36,28.0,1
96.0,9.43,48,34.0,1
96.0,9.43,55,34.0,1
165.0,6.4,54,44.0,1
179.0,6.21,45,31.0,1
146.0,8.98,44,37.0,1
121.0,8.96,40,40.0,1
156.0,7.21,44,51.0,1
151.0,7.3,38,43.0,1
133.0,9.32,37,47.0,1
141.0,8.22,47,62.0,1
150.0,8.17,50,57.0,1
163.0,7.75,58,67.0,1
192.0,6.22,56,71.0,1
204.0,6.09,54,72.0,1
177.0,6.88,48,61.0,1
159.0,9.58,44,48.0,1
123.0,11.28,36,37.0,1
107.0,10.64,34,37.0,1
94.0,12.55,30,29.0,1
72.0,16.13,26,26.0,0
46.0,11.11,23,26.0,0
77.0,7.14,30,34.0,1
91.0,6.91,32,36.0,1
95.0,9.8,33,38.0,1
95.0,9.8,31,36.0,1
52.0,15.96,23,28.0,0
51.0,16.3,24,30.0,0
45.0,15.79,21,22.0,0
54.0,14.42,19,20.0,0
41.0,20.41,17,20.0,0
38.0,17.05,23,16.0,0
39.0,18.87,16,16.0,0
40.0,19.87,20,19.0,0
40.0,20.98,22,19.0,0
27.0,21.74,30,35.0,0
27.0,20.83,36,41.0,0
25.0,20.55,35,38.0,0
25.0,18.29,36,38.0,0
24.0,18.4,38,37.0,0
21.0,24.19,30,29.0,0
23.0,18.99,32,31.0,0
33.0,17.86,34,30.0,0
36.0,21.13,34,30.0,0
41.0,17.54,34,35.0,0
48.0,17.86,32,36.0,0
55.0,15.23,40,51.0,0
58.0,18.18,38,49.0,0
44.0,15.79,37,45.0,0
53.0,15.08,33,34.0,0
53.0,16.22,32,35.0,0
38.0,19.61,32,41.0,0
35.0,12.77,34,46.0,0
27.0,19.48,30,38.0,0
32.0,17.24,33,43.0,0
36.0,16.85,34,43.0,0
34.0,17.86,30,38.0,0
34.0,17.86,25,38.0,0
3.0,28.3,11,10.0,0
3.0,28.3,12,14.0,0
3.0,28.3,12,14.0,0
6.0,26.79,12,12.0,0
3.0,28.57,11,11.0,0
9.0,26.79,11,11.0,0
9.0,25.42,11,11.0,0
7.0,26.32,11,9.0,0
12.0,25.0,11,9.0,0
4.0,25.0,11,10.0,0
10.0,22.22,11,10.0,0
8.0,24.19,12,13.0,0
8.0,23.26,14,14.0,0
15.0,19.48,20,29.0,0
22.0,12.99,30,48.0,0
28.0,13.27,40,75.0,0
41.0,9.35,47,89.0,0
46.0,15.0,37,72.0,0
24.0,16.39,32,61.0,0
20.0,16.76,24,47.0,0
7.0,23.62,18,28.0,0
17.0,18.4,31,59.0,0
17.0,19.48,32,61.0,0
17.0,19.48,32,61.0,0
19.0,20.0,30,56.0,0
17.0,17.75,29,50.0,0
21.0,15.31,32,55.0,0
18.0,17.86,28,49.0,0
30.0,14.29,34,52.0,0
48.0,12.0,36,63.0,0
51.0,12.1,42,78.0,0
53.0,11.76,32,52.0,0
58.0,12.24,28,37.0,0
42.0,13.1,20,23.0,0
29.0,18.99,16,16.0,0
30.0,15.38,19,20.0,0
39.0,14.63,21,26.0,0
35.0,15.71,26,26.0,0
41.0,12.0,33,37.0,0
50.0,10.17,41,53.0,0
71.0,9.71,39,48.0,0
84.0,8.26,44,56.0,1
97.0,8.0,48,70.0,1
92.0,8.88,46,64.0,1
94.0,9.52,45,65.0,1
113.0,7.85,46,48.0,1
133.0,7.98,47,45.0,1
146.0,7.56,56,64.0,1
165.0,6.59,52,57.0,1
179.0,6.54,51,55.0,1
186.0,6.26,59,70.0,1
200.0,5.87,57,66.0,1
204.0,5.83,53,60.0,1
198.0,6.59,46,47.0,1
190.0,7.19,38,34.0,1
177.0,7.67,36,28.0,1
176.0,7.65,37,29.0,1
158.0,8.26,36,32.0,1
151.0,8.93,36,31.0,1
146.0,8.47,35,30.0,1
134.0,10.31,38,32.0,1
134.0,10.17,34,32.0,1
118.0,10.75,38,49.0,1
82.0,15.87,32,39.0,1
76.0,10.64,31,43.0,1
86.0,10.27,32,47.0,1
92.0,10.64,36,52.0,1
99.0,9.84,35,56.0,1
109.0,9.26,35,60.0,1
109.0,9.26,37,60.0,1
146.0,7.26,39,77.0,1
161.0,7.01,37,52.0,1
164.0,7.11,45,61.0,1
162.0,7.26,45,60.0,1
166.0,7.09,46,64.0,1
166.0,7.3,44,62.0,1
167.0,7.11,43,60.0,1
173.0,6.82,42,55.0,1
167.0,8.11,36,43.0,1
150.0,7.35,34,35.0,1
138.0,7.58,28,27.0,1
112.0,10.2,25,24.0,1
96.0,10.75,26,26.0,1
86.0,10.95,26,27.0,1
99.0,9.74,29,31.0,1
114.0,8.6,29,32.0,1
122.0,8.4,35,45.0,1
130.0,7.75,42,61.0,1
137.0,7.61,44,63.0,1
137.0,7.61,44,63.0,1
116.0,7.59,47,82.0,1
95.0,13.22,32,46.0,1
38.0,17.05,21,25.0,0
39.0,19.87,21,25.0,0
33.0,18.87,24,37.0,0
78.0,9.06,35,61.0,1
86.0,8.85,33,50.0,1
66.0,12.5,30,43.0,0
76.0,10.03,31,42.0,1
130.0,8.5,35,45.0,1
116.0,11.28,39,51.0,1
78.0,11.72,30,39.0,1
38.0,17.05,21,26.0,0
29.0,22.73,18,21.0,0
26.0,22.22,18,23.0,0
25.0,21.9,18,21.0,0
37.0,12.05,21,26.0,0
62.0,9.9,28,32.0,0
65.0,9.23,33,44.0,0
70.0,9.97,32,39.0,0
78.0,10.71,32,46.0,1
75.0,10.83,34,48.0,0
75.0,9.38,42,72.0,0
84.0,10.6,49,88.0,1
83.0,11.24,50,93.0,1
65.0,12.05,39,67.0,0
62.0,10.91,45,86.0,0
66.0,12.45,43,75.0,0
55.0,13.04,32,45.0,0
67.0,11.32,45,80.0,0
57.0,11.76,27,36.0,0
58.0,13.1,32,44.0,0
69.0,10.42,48,75.0,0
77.0,10.34,44,72.0,1
80.0,10.27,39,63.0,1
85.0,10.17,40,60.0,1
90.0,9.68,42,68.0,1
87.0,10.14,29,37.0,1
98.0,9.32,28,24.0,1
86.0,9.68,26,22.0,1
83.0,9.29,27,24.0,1
88.0,9.84,31,26.0,1
89.0,10.6,31,26.0,1
87.0,10.68,32,29.0,1
79.0,10.99,37,50.0,1
80.0,7.46,44,67.0,1
106.0,8.82,41,53.0,1
116.0,8.11,51,79.0,1
100.0,10.0,46,70.0,1
110.0,8.33,60,109.0,1
86.0,11.36,48,87.0,1
86.0,9.12,50,87.0,1
98.0,8.47,56,100.0,1
95.0,9.55,50,88.0,1
89.0,10.0,48,81.0,1
82.0,10.49,47,77.0,1
82.0,10.49,42,77.0,1
105.0,9.15,43,79.04,1
92.0,10.1,33,48.04,1
109.0,8.98,32,47.01,1
110.0,8.67,32,43.93,1
103.0,11.28,27,31.0,1
88.0,10.79,26,27.0,1
115.0,8.77,32,29.0,1
83.0,9.68,28,27.0,1
65.0,15.71,28,27.0,0
65.0,11.54,32,34.0,0
73.0,12.1,33,39.0,0
68.0,12.2,41,64.0,0
65.0,10.79,48,85.0,0
63.0,9.8,54,104.0,0
74.0,8.6,41,63.0,0
85.0,8.75,47,84.0,1
91.0,8.67,55,101.0,1
85.0,9.35,39,69.0,1
85.0,9.35,39,69.0,1
54.0,14.42,26,52.0,0
49.0,12.66,24,37.0,0
61.0,11.07,28,42.0,0
70.0,10.71,29,40.0,0
70.0,12.15,30,40.0,0
56.0,18.52,31,43.0,0
27.0,19.48,18,23.0,0
21.0,23.81,15,17.0,0
22.0,20.27,14,16.0,0
22.0,19.11,16,15.0,0
24.0,16.85,15,14.0,0
24.0,15.71,16,17.0,0
28.0,15.15,23,38.0,0
28.0,15.15,23,38.0,0
32.0,14.56,21,25.0,0
36.0,13.57,21,25.0,0
39.0,15.71,23,28.0,0
43.0,12.3,29,46.0,0
45.0,11.49,36,64.0,0
56.0,11.11,37,66.0,0
58.0,11.28,40,76.0,0
68.0,9.29,51,105.0,0
57.0,12.5,38,71.0,0
42.0,13.33,32,57.0,0
55.0,11.24,43,84.0,0
66.0,12.88,43,85.0,0
66.0,12.24,39,77.0,0
70.0,11.07,43,79.0,0
46.0,12.15,35,59.0,0
42.0,12.61,35,65.0,0
12.0,14.42,19,30.0,0
26.0,21.28,24,35.0,0
11.0,24.59,10,11.0,0
11.0,24.59,8,11.0,0
7.0,26.32,12,13.0,0
9.0,22.22,13,15.0,0
11.0,19.48,13,16.0,0
14.0,19.11,14,19.0,0
8.0,24.59,17,25.0,0
14.0,20.41,20,34.0,0
28.0,12.2,28,54.0,0
41.0,9.52,41,85.0,0
31.0,15.38,35,72.0,0
16.0,16.67,20,34.0,0
12.0,23.81,17,23.0,0
14.0,22.9,18,26.0,0
14.0,22.9,21,26.0,0
17.0,13.57,20,34.0,0
11.0,23.08,16,20.0,0
27.0,11.36,39,79.0,0
28.0,17.05,37,76.0,0
23.0,17.65,30,56.0,0
22.0,17.14,34,62.0,0
22.0,17.14,37,62.0,0
16.0,16.39,28,44.0,0
21.0,20.55,26,42.0,0
21.0,18.4,29,53.0,0
22.0,20.0,22,40.0,0
23.0,16.04,22,33.0,0
25.0,17.75,20,28.0,0
23.0,17.86,16,21.0,0
25.0,14.71,19,24.0,0
25.0,12.99,29,35.0,0
3.0,15.62,31,38.0,0
3.0,8.2,53,49.0,0
3.0,10.42,61,49.0,0
3.0,11.9,54,57.0,0
3.0,12.61,59,63.0,0
3.0,13.64,61,60.0,0
3.0,11.58,60,71.0,0
3.0,12.77,63,72.0,0
3.0,17.44,51,91.0,0
3.0,15.23,45,82.0,0
3.0,16.67,38,75.0,0
3.0,16.22,36,63.0,0
3.0,15.71,45,71.0,0
7.0,15.38,60,73.0,0
3.0,14.08,72,85.0,0
3.0,14.29,76,90.0,0
24.0,14.71,70,88.0,0
14.0,13.33,68,82.0,0
18.0,16.57,68,81.0,0
18.0,18.52,64,78.0,0
22.0,17.54,58,67.0,0
18.0,18.75,54,62.0,0
3.0,20.13,38,39.0,0
17.0,17.86,39,36.0,0
59.0,11.19,49,59.0,0
59.0,12.93,52,68.0,0
59.0,11.76,50,60.0,0
57.0,13.39,45,50.0,0
73.0,11.24,50,60.0,0
66.0,12.5,43,43.0,0
61.0,12.77,38,32.0,0
61.0,12.99,34,32.0,0
80.0,11.07,38,65.0,1
76.0,10.95,38,65.0,1
84.0,10.53,44,57.0,1
87.0,10.42,45,49.0,1
78.0,12.15,42,47.0,1
84.0,11.36,46,52.0,1
93.0,10.75,46,53.0,1
98.0,10.64,47,56.0,1
104.0,10.38,44,51.0,1
104.0,10.0,44,51.0,1
106.0,10.24,44,51.0,1
115.0,9.35,44,52.0,1
125.0,8.82,48,60.0,1
130.0,8.8,53,69.0,1
144.0,8.31,49,62.0,1
146.0,8.13,51,64.0,1
146.0,8.04,51,64.0,1
149.0,8.24,48,56.0,1
160.0,7.39,59,80.0,1
166.0,7.28,61,85.0,1
166.0,7.35,61,85.0,1
164.0,7.5,63,92.0,1
163.0,8.24,62,88.0,1
155.0,7.77,61,89.0,1
148.0,8.52,61,76.0,1
139.0,8.65,54,69.0,1
133.0,9.26,55,67.0,1
134.0,8.72,57,66.0,1
116.0,11.9,58,75.0,1
83.0,12.71,50,72.0,1
48.0,13.95,42,60.0,0
39.0,16.39,37,61.0,0
50.0,11.24,34,52.0,0
50.0,11.19,32,52.0,0
30.0,20.13,22,30.0,0
23.0,12.66,19,20.0,0
26.0,16.67,19,20.0,0
24.0,16.3,19,20.0,0
23.0,14.56,16,22.0,0
21.0,24.19,19,21.0,0
24.0,15.38,18,28.0,0
30.0,15.08,25,40.0,0
36.0,10.99,33,54.0,0
43.0,10.6,44,88.0,0
36.0,14.85,45,88.0,0
40.0,10.38,47,87.0,0
41.0,10.75,45,82.0,0
35.0,12.3,41,73.0,0
36.0,12.2,41,73.0,0
39.0,12.15,45,87.0,0
38.0,12.66,43,80.0,0
49.0,12.2,39,74.0,0
52.0,11.63,36,63.0,0
51.0,12.45,34,56.0,0
55.0,10.99,38,65.0,0
61.0,9.55,59,94.0,0
68.0,8.75,59,111.0,0
73.0,8.82,58,102.0,0
56.0,13.82,39,68.0,0
49.0,13.39,29,46.0,0
45.0,16.67,28,42.0,0
44.0,12.1,31,49.0,0
36.0,15.96,24,35.0,0
35.0,15.15,30,48.0,0
49.0,11.32,36,64.0,0
