district,pm25,nox,visibility,traffic,condition,city,country,year,month,day,hour
Residential District,38.0,39.0,15.15,25,Clear,"Dongsi, Beijing",China,2013,4,3,21
Residential District,38.0,39.0,15.15,25,Clear,"Dongsi, Beijing",China,2013,4,3,22
Residential District,36.0,40.0,16.3,27,Clear,"Dongsi, Beijing",China,2013,4,3,23
Residential District,36.0,40.0,16.3,32,Clear,"Dongsi, Beijing",China,2013,4,4,0
Residential District,42.0,43.0,15.15,39,Clear,"Dongsi, Beijing",China,2013,4,4,1
Residential District,36.0,37.0,15.79,37,Clear,"Dongsi, Beijing",China,2013,4,4,2
Residential District,45.0,39.0,14.63,43,Clear,"Dongsi, Beijing",China,2013,4,4,3
Residential District,38.0,33.0,15.96,40,Clear,"Dongsi, Beijing",China,2013,4,4,4
Residential District,38.0,33.0,15.96,43,Clear,"Dongsi, Beijing",China,2013,4,4,5
Residential District,46.0,40.0,14.08,45,Clear,"Dongsi, Beijing",China,2013,4,4,6
Residential District,63.0,55.0,11.41,60,Clear,"Dongsi, Beijing",China,2013,4,4,7
Residential District,82.0,66.0,9.35,70,Clear,"Dongsi, Beijing",China,2013,4,4,8
Residential District,83.0,67.0,9.32,40,Clear,"Dongsi, Beijing",China,2013,4,4,9
Residential District,73.0,74.0,9.8,71,Clear,"Dongsi, Beijing",China,2013,4,4,10
Residential District,80.0,74.0,9.09,71,Clear,"Dongsi, Beijing",China,2013,4,4,11
Residential District,86.0,76.0,8.77,70,Clear,"Dongsi, Beijing",China,2013,4,4,12
Residential District,86.0,76.0,8.77,68,Clear,"Dongsi, Beijing",China,2013,4,4,13
Residential District,102.0,71.0,8.11,68,Clear,"Dongsi, Beijing",China,2013,4,4,14
Residential District,103.0,85.0,7.65,71,Clear,"Dongsi, Beijing",China,2013,4,4,15
Residential District,80.0,73.0,8.17,60,Rainy,"Dongsi, Beijing",China,2013,4,4,16
Residential District,76.0,73.0,10.75,62,Rainy,"Dongsi, Beijing",China,2013,4,4,17
Residential District,76.0,73.0,10.75,64,Rainy,"Dongsi, Beijing",China,2013,4,4,18
Residential District,71.0,88.0,11.76,70,Rainy,"Dongsi, Beijing",China,2013,4,4,19
Residential District,96.0,92.0,10.24,73,Rainy,"Dongsi, Beijing",China,2013,4,4,20
Residential District,96.0,92.0,10.24,73,Rainy,"Dongsi, Beijing",China,2013,4,4,21
Residential District,81.0,86.0,11.03,71,Rainy,"Dongsi, Beijing",China,2013,4,4,22
Residential District,87.0,80.0,10.6,67,Rainy,"Dongsi, Beijing",China,2013,4,4,23
Residential District,87.0,80.0,10.6,66,Rainy,"Dongsi, Beijing",China,2013,4,5,0
Residential District,92.0,78.0,10.34,65,Rainy,"Dongsi, Beijing",China,2013,4,5,1
Residential District,92.0,74.0,10.49,64,Rainy,"Dongsi, Beijing",China,2013,4,5,2
Residential District,92.0,74.0,10.49,62,Rainy,"Dongsi, Beijing",China,2013,4,5,3
Residential District,111.0,70.0,10.0,61,Rainy,"Dongsi, Beijing",China,2013,4,5,4
Residential District,111.0,57.0,10.07,55,Clear,"Dongsi, Beijing",China,2013,4,5,5
Residential District,111.0,57.0,9.9,55,Clear,"Dongsi, Beijing",China,2013,4,5,6
Residential District,117.0,68.0,9.68,59,Clear,"Dongsi, Beijing",China,2013,4,5,7
Residential District,107.0,53.0,10.53,52,Clear,"Dongsi, Beijing",China,2013,4,5,8
Residential District,108.0,53.0,10.07,36,Clear,"Dongsi, Beijing",China,2013,4,5,9
Residential District,104.0,60.0,9.46,56,Windy,"Dongsi, Beijing",China,2013,4,5,10
Residential District,104.0,59.0,9.46,48,Windy,"Dongsi, Beijing",China,2013,4,5,11
Residential District,45.0,26.0,15.79,24,Windy,"Dongsi, Beijing",China,2013,4,5,12
Residential District,45.0,26.0,15.79,19,Windy,"Dongsi, Beijing",China,2013,4,5,13
Residential District,14.0,8.0,23.44,12,Windy,"Dongsi, Beijing",China,2013,4,5,14
Residential District,14.0,7.0,23.44,10,Windy,"Dongsi, Beijing",China,2013,4,5,15
Residential District,13.0,8.0,21.13,10,Windy,"Dongsi, Beijing",China,2013,4,5,16
Residential District,13.0,8.0,21.13,10,Windy,"Dongsi, Beijing",China,2013,4,5,17
Residential District,13.0,8.0,23.81,10,Windy,"Dongsi, Beijing",China,2013,4,5,18
Residential District,4.0,8.0,27.27,10,Clear,"Dongsi, Beijing",China,2013,4,5,19
Residential District,6.0,8.0,25.64,10,Clear,"Dongsi, Beijing",China,2013,4,5,20
Residential District,6.0,8.0,25.64,10,Clear,"Dongsi, Beijing",China,2013,4,5,21
Residential District,13.0,7.0,23.81,10,Windy,"Dongsi, Beijing",China,2013,4,5,22
Residential District,7.0,7.0,24.79,10,Clear,"Dongsi, Beijing",China,2013,4,5,23
Residential District,6.0,7.0,25.0,10,Clear,"Dongsi, Beijing",China,2013,4,6,0
Residential District,3.0,7.0,27.52,10,Windy,"Dongsi, Beijing",China,2013,4,6,1
Residential District,3.0,6.0,27.52,10,Clear,"Dongsi, Beijing",China,2013,4,6,2
Residential District,3.0,8.0,27.52,22,Clear,"Dongsi, Beijing",China,2013,4,6,3
Residential District,3.0,10.0,27.52,9,Clear,"Dongsi, Beijing",China,2013,4,6,4
Residential District,3.0,24.0,27.52,15,Clear,"Dongsi, Beijing",China,2013,4,6,5
Residential District,3.0,24.0,27.52,19,Clear,"Dongsi, Beijing",China,2013,4,6,6
Residential District,10.0,35.0,23.81,22,Clear,"Dongsi, Beijing",China,2013,4,6,7
Residential District,15.0,40.0,21.9,24,Clear,"Dongsi, Beijing",China,2013,4,6,8
Residential District,14.0,30.0,23.08,19,Clear,"Dongsi, Beijing",China,2013,4,6,9
Residential District,14.0,22.0,22.73,16,Windy,"Dongsi, Beijing",China,2013,4,6,10
Residential District,13.0,18.0,23.26,13,Windy,"Dongsi, Beijing",China,2013,4,6,11
Residential District,11.0,12.0,24.39,12,Clear,"Dongsi, Beijing",China,2013,4,6,12
Residential District,9.0,8.0,25.0,10,Windy,"Dongsi, Beijing",China,2013,4,6,13
Residential District,3.0,9.0,26.55,11,Windy,"Dongsi, Beijing",China,2013,4,6,14
Residential District,6.0,11.0,25.86,11,Clear,"Dongsi, Beijing",China,2013,4,6,15
Residential District,6.0,9.0,25.21,11,Clear,"Dongsi, Beijing",China,2013,4,6,16
Residential District,5.0,10.0,25.42,11,Clear,"Dongsi, Beijing",China,2013,4,6,17
Residential District,4.0,9.0,25.64,11,Clear,"Dongsi, Beijing",China,2013,4,6,18
Residential District,20.0,14.0,20.83,14,Clear,"Dongsi, Beijing",China,2013,4,6,19
Residential District,20.0,28.0,17.34,22,Clear,"Dongsi, Beijing",China,2013,4,6,20
Residential District,35.0,44.0,14.56,25,Clear,"Dongsi, Beijing",China,2013,4,6,21
Residential District,35.0,44.0,14.56,25,Clear,"Dongsi, Beijing",China,2013,4,6,22
Residential District,28.0,34.0,17.14,22,Clear,"Dongsi, Beijing",China,2013,4,6,23
Residential District,34.0,38.0,15.23,25,Clear,"Dongsi, Beijing",China,2013,4,7,0
Residential District,47.0,47.0,13.64,28,Clear,"Dongsi, Beijing",China,2013,4,7,1
Residential District,57.0,47.0,12.3,28,Clear,"Dongsi, Beijing",China,2013,4,7,2
Residential District,60.0,50.0,12.4,29,Clear,"Dongsi, Beijing",China,2013,4,7,3
Residential District,60.0,50.0,12.4,29,Clear,"Dongsi, Beijing",China,2013,4,7,4
Residential District,59.0,55.0,12.77,40,Clear,"Dongsi, Beijing",China,2013,4,7,5
Residential District,72.0,70.0,10.27,73,Clear,"Dongsi, Beijing",China,2013,4,7,6
Residential District,90.0,68.0,8.82,59,Clear,"Dongsi, Beijing",China,2013,4,7,7
Residential District,74.0,59.0,11.11,51,Clear,"Dongsi, Beijing",China,2013,4,7,8
Residential District,67.0,53.0,11.49,46,Clear,"Dongsi, Beijing",China,2013,4,7,9
Residential District,65.0,50.0,11.63,43,Clear,"Dongsi, Beijing",China,2013,4,7,10
Residential District,73.0,52.0,10.87,41,Clear,"Dongsi, Beijing",China,2013,4,7,11
Residential District,89.0,52.0,9.87,41,Clear,"Dongsi, Beijing",China,2013,4,7,12
Residential District,97.0,56.0,10.1,40,Clear,"Dongsi, Beijing",China,2013,4,7,13
Residential District,83.0,57.0,10.56,42,Clear,"Dongsi, Beijing",China,2013,4,7,14
Residential District,117.0,58.0,8.62,44,Clear,"Dongsi, Beijing",China,2013,4,7,15
Residential District,132.0,60.0,8.06,43,Windy,"Dongsi, Beijing",China,2013,4,7,16
Residential District,110.0,65.0,7.73,41,Windy,"Dongsi, Beijing",China,2013,4,7,17
Residential District,84.0,80.0,9.23,46,Clear,"Dongsi, Beijing",China,2013,4,7,18
Residential District,85.0,77.0,9.52,45,Clear,"Dongsi, Beijing",China,2013,4,7,19
Residential District,93.0,73.0,9.58,42,Clear,"Dongsi, Beijing",China,2013,4,7,20
Residential District,89.0,70.0,9.46,48,Rainy,"Dongsi, Beijing",China,2013,4,7,21
Residential District,90.0,69.0,7.89,44,Clear,"Dongsi, Beijing",China,2013,4,7,22
Residential District,90.0,69.0,7.89,38,Clear,"Dongsi, Beijing",China,2013,4,7,23
Residential District,52.0,41.0,15.23,29,Clear,"Dongsi, Beijing",China,2013,4,8,0
Residential District,39.0,52.0,16.3,31,Clear,"Dongsi, Beijing",China,2013,4,8,1
Residential District,51.0,54.0,17.34,30,Windy,"Dongsi, Beijing",China,2013,4,8,2
Residential District,20.0,47.0,21.13,28,Windy,"Dongsi, Beijing",China,2013,4,8,3
Residential District,25.0,36.0,10.99,19,Windy,"Dongsi, Beijing",China,2013,4,8,4
Residential District,39.0,6.0,10.45,10,Windy,"Dongsi, Beijing",China,2013,4,8,5
Residential District,36.0,7.0,11.03,10,Windy,"Dongsi, Beijing",China,2013,4,8,6
Residential District,27.0,7.0,13.76,10,Windy,"Dongsi, Beijing",China,2013,4,8,7
Residential District,20.0,9.0,12.45,11,Windy,"Dongsi, Beijing",China,2013,4,8,8
Residential District,20.0,9.0,12.45,11,Windy,"Dongsi, Beijing",China,2013,4,8,9
Residential District,17.0,8.0,14.22,10,Windy,"Dongsi, Beijing",China,2013,4,8,10
Residential District,14.0,6.0,17.14,10,Windy,"Dongsi, Beijing",China,2013,4,8,11
Residential District,13.0,5.0,13.82,9,Windy,"Dongsi, Beijing",China,2013,4,8,12
Residential District,13.0,4.0,13.89,9,Windy,"Dongsi, Beijing",China,2013,4,8,13
Residential District,11.0,4.0,14.56,9,Windy,"Dongsi, Beijing",China,2013,4,8,14
Residential District,18.0,4.0,12.93,9,Windy,"Dongsi, Beijing",China,2013,4,8,15
Residential District,23.0,8.0,8.11,10,Windy,"Dongsi, Beijing",China,2013,4,8,16
Residential District,23.0,8.0,8.11,10,Windy,"Dongsi, Beijing",China,2013,4,8,17
Residential District,23.0,8.0,7.28,10,Windy,"Dongsi, Beijing",China,2013,4,8,18
Residential District,16.0,9.0,11.58,11,Windy,"Dongsi, Beijing",China,2013,4,8,19
Residential District,21.0,13.0,12.24,12,Windy,"Dongsi, Beijing",China,2013,4,8,20
Residential District,15.0,10.0,13.16,11,Windy,"Dongsi, Beijing",China,2013,4,8,21
Residential District,12.0,9.0,10.6,11,Windy,"Dongsi, Beijing",China,2013,4,8,22
Residential District,14.0,7.0,15.54,10,Windy,"Dongsi, Beijing",China,2013,4,8,23
Residential District,12.0,6.0,17.05,10,Windy,"Dongsi, Beijing",China,2013,4,9,0
Residential District,14.0,7.0,17.96,10,Windy,"Dongsi, Beijing",China,2013,4,9,1
Residential District,13.0,7.0,20.27,10,Windy,"Dongsi, Beijing",China,2013,4,9,2
Residential District,10.0,6.0,20.55,10,Windy,"Dongsi, Beijing",China,2013,4,9,3
Residential District,10.0,7.0,22.9,10,Clear,"Dongsi, Beijing",China,2013,4,9,4
Residential District,11.0,7.0,23.26,10,Clear,"Dongsi, Beijing",China,2013,4,9,5
Residential District,5.0,7.0,25.64,12,Windy,"Dongsi, Beijing",China,2013,4,9,6
Residential District,10.0,7.0,24.19,12,Clear,"Dongsi, Beijing",China,2013,4,9,7
Residential District,13.0,11.0,23.26,13,Windy,"Dongsi, Beijing",China,2013,4,9,8
Residential District,11.0,12.0,22.39,13,Windy,"Dongsi, Beijing",China,2013,4,9,9
Residential District,14.0,8.0,20.13,10,Windy,"Dongsi, Beijing",China,2013,4,9,10
Residential District,11.0,6.0,21.74,10,Windy,"Dongsi, Beijing",China,2013,4,9,11
Residential District,11.0,6.0,21.74,10,Windy,"Dongsi, Beijing",China,2013,4,9,12
Residential District,15.0,6.0,22.9,10,Windy,"Dongsi, Beijing",China,2013,4,9,13
Residential District,13.0,6.0,21.58,10,Windy,"Dongsi, Beijing",China,2013,4,9,14
Residential District,12.0,7.0,21.74,10,Windy,"Dongsi, Beijing",China,2013,4,9,15
Residential District,14.0,10.0,20.83,11,Windy,"Dongsi, Beijing",China,2013,4,9,16
Residential District,14.0,9.0,20.0,11,Windy,"Dongsi, Beijing",China,2013,4,9,17
Residential District,13.0,11.0,19.61,13,Clear,"Dongsi, Beijing",China,2013,4,9,18
Residential District,13.0,11.0,19.61,13,Clear,"Dongsi, Beijing",China,2013,4,9,19
Residential District,15.0,15.0,22.06,14,Clear,"Dongsi, Beijing",China,2013,4,9,20
Residential District,13.0,21.0,24.59,16,Clear,"Dongsi, Beijing",China,2013,4,9,21
Residential District,8.0,17.0,25.64,15,Clear,"Dongsi, Beijing",China,2013,4,9,22
Residential District,11.0,19.0,24.0,15,Clear,"Dongsi, Beijing",China,2013,4,9,23
Residential District,15.0,24.0,22.39,17,Clear,"Dongsi, Beijing",China,2013,4,10,0
Residential District,14.0,25.0,22.39,17,Clear,"Dongsi, Beijing",China,2013,4,10,1
Residential District,13.0,22.0,22.73,16,Clear,"Dongsi, Beijing",China,2013,4,10,2
Residential District,12.0,19.0,23.08,25,Windy,"Dongsi, Beijing",China,2013,4,10,3
Residential District,12.0,22.0,22.39,15,Clear,"Dongsi, Beijing",China,2013,4,10,4
Residential District,11.0,18.27,23.26,14,Clear,"Dongsi, Beijing",China,2013,4,10,5
Residential District,11.0,18.0,23.62,13,Clear,"Dongsi, Beijing",China,2013,4,10,6
Residential District,9.0,16.0,24.79,14,Windy,"Dongsi, Beijing",China,2013,4,10,7
Residential District,12.0,19.0,23.44,15,Clear,"Dongsi, Beijing",China,2013,4,10,8
Residential District,15.0,14.0,22.9,14,Windy,"Dongsi, Beijing",China,2013,4,10,9
Residential District,14.0,14.0,23.26,12,Windy,"Dongsi, Beijing",China,2013,4,10,10
Residential District,14.0,7.0,22.39,10,Clear,"Dongsi, Beijing",China,2013,4,10,11
Residential District,9.0,10.0,24.0,11,Windy,"Dongsi, Beijing",China,2013,4,10,12
Residential District,17.0,7.0,21.28,10,Clear,"Dongsi, Beijing",China,2013,4,10,13
Residential District,16.0,6.0,21.58,10,Windy,"Dongsi, Beijing",China,2013,4,10,14
Residential District,12.0,6.0,16.48,10,Windy,"Dongsi, Beijing",China,2013,4,10,15
Residential District,13.0,11.0,23.44,10,Clear,"Dongsi, Beijing",China,2013,4,10,16
Residential District,12.0,13.0,23.62,12,Clear,"Dongsi, Beijing",China,2013,4,10,17
Residential District,13.0,17.0,21.13,13,Clear,"Dongsi, Beijing",China,2013,4,10,18
Residential District,15.0,22.0,21.43,15,Clear,"Dongsi, Beijing",China,2013,4,10,19
Residential District,18.0,39.0,20.13,23,Clear,"Dongsi, Beijing",China,2013,4,10,20
Residential District,31.0,61.0,17.05,34,Clear,"Dongsi, Beijing",China,2013,4,10,21
Residential District,23.0,81.0,18.07,42,Clear,"Dongsi, Beijing",China,2013,4,10,22
Residential District,23.0,82.0,18.07,45,Clear,"Dongsi, Beijing",China,2013,4,10,23
Residential District,30.0,86.0,16.22,46,Clear,"Dongsi, Beijing",China,2013,4,11,0
Residential District,30.0,85.0,16.76,46,Clear,"Dongsi, Beijing",China,2013,4,11,1
Residential District,31.0,89.0,15.87,49,Clear,"Dongsi, Beijing",China,2013,4,11,2
Residential District,31.0,95.0,16.04,46,Clear,"Dongsi, Beijing",China,2013,4,11,3
Residential District,27.0,90.0,16.67,43,Clear,"Dongsi, Beijing",China,2013,4,11,4
Residential District,20.0,86.0,17.54,42,Clear,"Dongsi, Beijing",China,2013,4,11,5
Residential District,20.0,85.0,18.75,43,Clear,"Dongsi, Beijing",China,2013,4,11,6
Residential District,21.0,77.0,18.63,47,Clear,"Dongsi, Beijing",China,2013,4,11,7
Residential District,25.0,67.0,16.57,39,Windy,"Dongsi, Beijing",China,2013,4,11,8
Residential District,26.0,54.0,18.75,30,Windy,"Dongsi, Beijing",China,2013,4,11,9
Residential District,14.0,25.0,22.06,19,Windy,"Dongsi, Beijing",China,2013,4,11,10
Residential District,12.0,13.0,21.9,14,Windy,"Dongsi, Beijing",China,2013,4,11,11
Residential District,13.0,10.0,21.58,22,Windy,"Dongsi, Beijing",China,2013,4,11,12
Residential District,19.0,8.0,20.41,10,Windy,"Dongsi, Beijing",China,2013,4,11,13
Residential District,15.0,7.0,22.39,10,Clear,"Dongsi, Beijing",China,2013,4,11,14
Residential District,10.0,5.54,23.81,21,Clear,"Dongsi, Beijing",China,2013,4,11,15
Residential District,8.0,8.0,23.08,10,Clear,"Dongsi, Beijing",China,2013,4,11,16
Residential District,8.0,8.0,23.08,10,Clear,"Dongsi, Beijing",China,2013,4,11,17
Residential District,11.0,14.0,22.06,12,Clear,"Dongsi, Beijing",China,2013,4,11,18
Residential District,10.0,30.0,20.98,21,Clear,"Dongsi, Beijing",China,2013,4,11,19
Residential District,10.0,30.0,21.13,24,Clear,"Dongsi, Beijing",China,2013,4,11,20
Residential District,24.0,79.0,17.05,43,Clear,"Dongsi, Beijing",China,2013,4,11,21
Residential District,29.0,77.0,16.22,47,Clear,"Dongsi, Beijing",China,2013,4,11,22
Residential District,44.0,98.0,13.04,60,Clear,"Dongsi, Beijing",China,2013,4,11,23
Residential District,44.0,98.0,13.04,55,Clear,"Dongsi, Beijing",China,2013,4,12,0
Residential District,39.0,83.0,15.0,47,Clear,"Dongsi, Beijing",China,2013,4,12,1
Residential District,38.0,77.0,14.42,44,Clear,"Dongsi, Beijing",China,2013,4,12,2
Residential District,37.0,76.0,14.56,42,Clear,"Dongsi, Beijing",China,2013,4,12,3
Residential District,43.0,75.0,13.04,43,Clear,"Dongsi, Beijing",China,2013,4,12,4
Residential District,64.0,88.0,10.83,49,Clear,"Dongsi, Beijing",China,2013,4,12,5
Residential District,63.0,88.0,10.87,50,Clear,"Dongsi, Beijing",China,2013,4,12,6
Residential District,58.0,89.0,11.36,51,Clear,"Dongsi, Beijing",China,2013,4,12,7
Residential District,50.0,88.0,11.32,50,Clear,"Dongsi, Beijing",China,2013,4,12,8
Residential District,53.0,80.0,12.71,46,Clear,"Dongsi, Beijing",China,2013,4,12,9
Residential District,53.0,80.0,12.71,43,Clear,"Dongsi, Beijing",China,2013,4,12,10
Residential District,55.0,90.0,12.35,48,Clear,"Dongsi, Beijing",China,2013,4,12,11
Residential District,56.0,109.0,12.4,55,Clear,"Dongsi, Beijing",China,2013,4,12,12
Residential District,56.0,108.0,12.45,50,Clear,"Dongsi, Beijing",China,2013,4,12,13
Residential District,50.0,30.0,13.45,21,Clear,"Dongsi, Beijing",China,2013,4,12,14
Residential District,53.0,24.0,13.22,17,Clear,"Dongsi, Beijing",China,2013,4,12,15
Residential District,43.0,24.84,12.88,27,Clear,"Dongsi, Beijing",China,2013,4,12,16
Residential District,58.0,35.0,10.38,30,Clear,"Dongsi, Beijing",China,2013,4,12,17
Residential District,58.0,42.0,11.32,26,Clear,"Dongsi, Beijing",China,2013,4,12,18
Residential District,56.0,57.0,11.07,32,Windy,"Dongsi, Beijing",China,2013,4,12,19
Residential District,54.0,60.0,10.87,35,Clear,"Dongsi, Beijing",China,2013,4,12,20
Residential District,59.0,68.0,10.71,37,Clear,"Dongsi, Beijing",China,2013,4,12,21
Residential District,62.0,74.0,10.24,39,Clear,"Dongsi, Beijing",China,2013,4,12,22
Residential District,68.0,69.0,9.93,38,Windy,"Dongsi, Beijing",China,2013,4,12,23
Residential District,65.0,62.0,10.24,34,Clear,"Dongsi, Beijing",China,2013,4,13,0
Residential District,68.0,56.0,9.84,32,Clear,"Dongsi, Beijing",China,2013,4,13,1
Residential District,84.0,63.0,8.82,36,Clear,"Dongsi, Beijing",China,2013,4,13,2
Residential District,84.0,63.0,8.82,38,Clear,"Dongsi, Beijing",China,2013,4,13,3
Residential District,109.0,85.0,7.87,48,Clear,"Dongsi, Beijing",China,2013,4,13,4
Residential District,107.0,84.0,7.81,51,Clear,"Dongsi, Beijing",China,2013,4,13,5
Residential District,108.0,90.0,8.4,56,Clear,"Dongsi, Beijing",China,2013,4,13,6
Residential District,108.0,106.0,7.71,63,Clear,"Dongsi, Beijing",China,2013,4,13,7
Residential District,108.0,98.0,7.73,55,Clear,"Dongsi, Beijing",China,2013,4,13,8
Residential District,121.0,98.0,6.67,57,Clear,"Dongsi, Beijing",China,2013,4,13,9
Residential District,134.0,111.0,6.48,61,Clear,"Dongsi, Beijing",China,2013,4,13,10
Residential District,148.0,126.0,6.09,66,Windy,"Dongsi, Beijing",China,2013,4,13,11
Residential District,95.0,80.0,8.67,43,Windy,"Dongsi, Beijing",China,2013,4,13,12
Residential District,37.0,26.0,12.15,18,Windy,"Dongsi, Beijing",China,2013,4,13,13
Residential District,36.0,26.0,12.2,16,Windy,"Dongsi, Beijing",China,2013,4,13,14
Residential District,22.0,18.0,16.3,13,Windy,"Dongsi, Beijing",China,2013,4,13,15
Residential District,22.0,18.0,16.39,13,Clear,"Dongsi, Beijing",China,2013,4,13,16
Residential District,24.0,20.0,18.75,12,Windy,"Dongsi, Beijing",China,2013,4,13,17
Residential District,15.0,20.0,19.23,12,Windy,"Dongsi, Beijing",China,2013,4,13,18
Residential District,17.0,21.0,18.52,13,Clear,"Dongsi, Beijing",China,2013,4,13,19
Residential District,17.0,26.0,20.13,14,Clear,"Dongsi, Beijing",China,2013,4,13,20
Residential District,18.0,30.0,20.69,16,Clear,"Dongsi, Beijing",China,2013,4,13,21
Residential District,18.0,23.0,20.83,13,Clear,"Dongsi, Beijing",China,2013,4,13,22
Residential District,15.0,22.0,17.54,13,Clear,"Dongsi, Beijing",China,2013,4,13,23
Residential District,17.0,28.0,19.74,15,Clear,"Dongsi, Beijing",China,2013,4,14,0
Residential District,15.0,29.0,21.74,15,Clear,"Dongsi, Beijing",China,2013,4,14,1
Residential District,10.0,30.0,24.19,16,Clear,"Dongsi, Beijing",China,2013,4,14,2
Residential District,3.0,29.0,26.55,28,Clear,"Dongsi, Beijing",China,2013,4,14,3
Residential District,3.0,29.0,27.52,14,Clear,"Dongsi, Beijing",China,2013,4,14,4
Residential District,10.0,13.0,23.62,10,Clear,"Dongsi, Beijing",China,2013,4,14,5
Residential District,11.0,11.0,22.56,10,Clear,"Dongsi, Beijing",China,2013,4,14,6
Residential District,12.0,16.0,23.08,11,Clear,"Dongsi, Beijing",China,2013,4,14,7
Residential District,12.0,15.0,21.9,13,Clear,"Dongsi, Beijing",China,2013,4,14,8
Residential District,3.0,19.0,14.15,15,Clear,"Dongsi, Beijing",China,2013,4,14,9
Residential District,3.0,19.0,14.15,24,Clear,"Dongsi, Beijing",China,2013,4,14,10
Residential District,56.0,38.0,10.75,30,Clear,"Dongsi, Beijing",China,2013,4,14,11
Residential District,64.0,39.0,10.49,28,Clear,"Dongsi, Beijing",China,2013,4,14,12
Residential District,52.0,22.0,11.58,20,Clear,"Dongsi, Beijing",China,2013,4,14,13
Residential District,51.0,25.0,11.11,19,Clear,"Dongsi, Beijing",China,2013,4,14,14
Residential District,53.0,20.0,10.91,17,Clear,"Dongsi, Beijing",China,2013,4,14,15
Residential District,51.0,18.0,10.95,17,Windy,"Dongsi, Beijing",China,2013,4,14,16
Residential District,51.0,18.0,10.91,17,Clear,"Dongsi, Beijing",China,2013,4,14,17
Residential District,56.0,23.0,10.17,18,Windy,"Dongsi, Beijing",China,2013,4,14,18
Residential District,59.0,30.0,10.24,21,Clear,"Dongsi, Beijing",China,2013,4,14,19
Residential District,59.0,30.0,10.27,22,Clear,"Dongsi, Beijing",China,2013,4,14,20
Residential District,58.0,36.0,10.1,26,Clear,"Dongsi, Beijing",China,2013,4,14,21
Residential District,57.0,55.0,10.03,40,Clear,"Dongsi, Beijing",China,2013,4,14,22
Residential District,71.0,49.0,9.62,45,Clear,"Dongsi, Beijing",China,2013,4,14,23
Residential District,64.0,47.0,10.42,41,Clear,"Dongsi, Beijing",China,2013,4,15,0
Residential District,56.0,36.0,12.0,36,Clear,"Dongsi, Beijing",China,2013,4,15,1
Residential District,51.0,30.0,12.99,34,Clear,"Dongsi, Beijing",China,2013,4,15,2
Residential District,55.0,46.0,12.71,40,Clear,"Dongsi, Beijing",China,2013,4,15,3
Residential District,55.0,45.0,12.71,33,Clear,"Dongsi, Beijing",China,2013,4,15,4
Residential District,77.0,79.0,9.62,49,Clear,"Dongsi, Beijing",China,2013,4,15,5
Residential District,76.0,79.0,9.65,46,Clear,"Dongsi, Beijing",China,2013,4,15,6
Residential District,72.0,73.0,10.38,44,Windy,"Dongsi, Beijing",China,2013,4,15,7
Residential District,62.0,68.0,10.87,47,Clear,"Dongsi, Beijing",China,2013,4,15,8
Residential District,69.0,58.0,10.2,56,Clear,"Dongsi, Beijing",China,2013,4,15,9
Residential District,79.0,61.0,9.01,60,Clear,"Dongsi, Beijing",China,2013,4,15,10
Residential District,80.0,52.0,8.98,55,Clear,"Dongsi, Beijing",China,2013,4,15,11
Residential District,60.0,41.0,9.49,47,Clear,"Dongsi, Beijing",China,2013,4,15,13
Residential District,89.0,33.0,8.2,44,Clear,"Dongsi, Beijing",China,2013,4,15,14
Residential District,88.0,32.0,8.22,46,Clear,"Dongsi, Beijing",China,2013,4,15,15
Residential District,121.0,43.0,6.56,51,Clear,"Dongsi, Beijing",China,2013,4,15,16
Residential District,105.0,37.0,7.48,41,Windy,"Dongsi, Beijing",China,2013,4,15,17
Residential District,105.0,37.0,7.48,29,Windy,"Dongsi, Beijing",China,2013,4,15,18
Residential District,84.0,30.0,7.58,29,Clear,"Dongsi, Beijing",China,2013,4,15,19
Residential District,68.0,28.0,10.24,25,Clear,"Dongsi, Beijing",China,2013,4,15,20
Residential District,58.0,23.0,11.15,25,Clear,"Dongsi, Beijing",China,2013,4,15,21
Residential District,58.0,23.0,11.19,27,Clear,"Dongsi, Beijing",China,2013,4,15,22
Residential District,55.0,24.0,12.15,28,Clear,"Dongsi, Beijing",China,2013,4,15,23
Residential District,56.0,33.0,11.24,36,Clear,"Dongsi, Beijing",China,2013,4,16,0
Residential District,55.0,32.0,11.32,38,Clear,"Dongsi, Beijing",China,2013,4,16,1
Residential District,55.0,32.0,11.41,38,Clear,"Dongsi, Beijing",China,2013,4,16,2
Residential District,67.0,36.0,10.45,40,Clear,"Dongsi, Beijing",China,2013,4,16,3
Residential District,66.0,35.0,10.53,40,Clear,"Dongsi, Beijing",China,2013,4,16,4
Residential District,54.0,43.0,10.56,41,Clear,"Dongsi, Beijing",China,2013,4,16,5
Residential District,62.0,73.0,9.4,52,Clear,"Dongsi, Beijing",China,2013,4,16,6
Residential District,62.0,73.0,9.43,52,Clear,"Dongsi, Beijing",China,2013,4,16,7
Residential District,71.0,55.0,8.72,45,Clear,"Dongsi, Beijing",China,2013,4,16,8
Residential District,87.0,60.0,7.73,46,Windy,"Dongsi, Beijing",China,2013,4,16,9
Residential District,85.0,49.0,8.72,40,Clear,"Dongsi, Beijing",China,2013,4,16,10
Residential District,72.0,29.0,9.35,30,Clear,"Dongsi, Beijing",China,2013,4,16,11
Residential District,72.0,29.0,9.38,28,Clear,"Dongsi, Beijing",China,2013,4,16,12
