district,pm25,nox,visibility,traffic,condition,city,country,year,month,day,hour
Industrial District,95.0,81.0,9.65,78,Clear,"Gucheng, Beijing",China,2014,1,4,10
Industrial District,98.0,75.0,9.74,76,Clear,"Gucheng, Beijing",China,2014,1,4,11
Industrial District,101.0,72.0,9.62,75,Clear,"Gucheng, Beijing",China,2014,1,4,12
Industrial District,115.0,78.0,8.75,77,Clear,"Gucheng, Beijing",China,2014,1,4,13
Industrial District,137.0,95.0,7.58,82,Clear,"Gucheng, Beijing",China,2014,1,4,14
Industrial District,159.0,101.0,6.74,84,Clear,"Gucheng, Beijing",China,2014,1,4,15
Industrial District,167.0,108.0,6.47,86,Clear,"Gucheng, Beijing",China,2014,1,4,16
Industrial District,170.0,109.0,6.4,87,Clear,"Gucheng, Beijing",China,2014,1,4,17
Industrial District,164.0,106.0,6.54,86,Cold,"Gucheng, Beijing",China,2014,1,4,18
Industrial District,166.0,107.0,6.54,86,Cold,"Gucheng, Beijing",China,2014,1,4,19
Industrial District,165.0,108.0,6.62,86,Cold,"Gucheng, Beijing",China,2014,1,4,20
Industrial District,179.0,107.0,6.29,86,Cold,"Gucheng, Beijing",China,2014,1,4,21
Industrial District,171.0,106.0,6.58,86,Cold,"Gucheng, Beijing",China,2014,1,4,22
Industrial District,166.0,109.0,6.58,87,Cold,"Gucheng, Beijing",China,2014,1,4,23
Industrial District,181.0,111.0,6.06,87,Cold,"Gucheng, Beijing",China,2014,1,5,0
Industrial District,169.0,100.0,6.74,84,Cold,"Gucheng, Beijing",China,2014,1,5,1
Industrial District,166.0,100.0,6.61,84,Cold,"Gucheng, Beijing",China,2014,1,5,2
Industrial District,178.0,108.0,6.25,86,Cold,"Gucheng, Beijing",China,2014,1,5,3
Industrial District,155.0,104.0,7.14,85,Cold,"Gucheng, Beijing",China,2014,1,5,4
Industrial District,145.0,101.0,7.56,84,Cold,"Gucheng, Beijing",China,2014,1,5,5
Industrial District,101.0,87.0,10.95,80,Cold,"Gucheng, Beijing",China,2014,1,5,6
Industrial District,92.0,91.0,10.07,81,Cold,"Gucheng, Beijing",China,2014,1,5,7
Industrial District,91.0,89.0,10.49,80,Clear,"Gucheng, Beijing",China,2014,1,5,8
Industrial District,58.0,78.0,14.02,77,Clear,"Gucheng, Beijing",China,2014,1,5,9
Industrial District,56.0,71.0,13.89,74,Clear,"Gucheng, Beijing",China,2014,1,5,10
Industrial District,45.0,52.0,16.39,68,Clear,"Gucheng, Beijing",China,2014,1,5,11
Industrial District,38.0,38.0,16.39,62,Clear,"Gucheng, Beijing",China,2014,1,5,12
Industrial District,28.0,26.0,19.87,54,Clear,"Gucheng, Beijing",China,2014,1,5,13
Industrial District,25.0,27.0,19.74,54,Clear,"Gucheng, Beijing",China,2014,1,5,14
Industrial District,20.0,27.0,21.43,54,Clear,"Gucheng, Beijing",China,2014,1,5,15
Industrial District,21.0,37.0,19.74,56,Clear,"Gucheng, Beijing",China,2014,1,5,16
Industrial District,34.0,60.0,16.67,66,Clear,"Gucheng, Beijing",China,2014,1,5,17
Industrial District,50.0,88.0,13.27,80,Clear,"Gucheng, Beijing",China,2014,1,5,18
Industrial District,108.0,110.0,8.45,87,Clear,"Gucheng, Beijing",China,2014,1,5,19
Industrial District,123.0,111.0,7.77,87,Cold,"Gucheng, Beijing",China,2014,1,5,20
Industrial District,108.0,105.0,8.8,85,Clear,"Gucheng, Beijing",China,2014,1,5,21
Industrial District,110.0,100.0,8.33,84,Cold,"Gucheng, Beijing",China,2014,1,5,22
Industrial District,133.0,98.0,7.23,83,Cold,"Gucheng, Beijing",China,2014,1,5,23
Industrial District,143.0,95.0,7.23,82,Cold,"Gucheng, Beijing",China,2014,1,6,0
Industrial District,142.0,88.0,7.44,80,Cold,"Gucheng, Beijing",China,2014,1,6,1
Industrial District,137.0,83.0,7.87,78,Cold,"Gucheng, Beijing",China,2014,1,6,2
Industrial District,125.0,78.0,9.26,77,Cold,"Gucheng, Beijing",China,2014,1,6,3
Industrial District,119.0,73.0,8.98,75,Cold,"Gucheng, Beijing",China,2014,1,6,4
Industrial District,119.0,74.0,9.06,75,Cold,"Gucheng, Beijing",China,2014,1,6,5
Industrial District,118.0,73.0,9.06,75,Cold,"Gucheng, Beijing",China,2014,1,6,6
Industrial District,117.0,70.0,9.17,74,Cold,"Gucheng, Beijing",China,2014,1,6,7
Industrial District,127.0,72.0,8.55,75,Cold,"Gucheng, Beijing",China,2014,1,6,8
Industrial District,133.0,73.0,8.22,75,Cold,"Gucheng, Beijing",China,2014,1,6,9
Industrial District,122.0,77.0,8.82,76,Cold,"Gucheng, Beijing",China,2014,1,6,10
Industrial District,130.0,67.0,8.72,73,Cold,"Gucheng, Beijing",China,2014,1,6,11
Industrial District,126.0,62.0,8.82,72,Cold,"Gucheng, Beijing",China,2014,1,6,12
Industrial District,145.0,68.0,7.81,74,Cold,"Gucheng, Beijing",China,2014,1,6,13
Industrial District,151.0,63.0,7.69,72,Clear,"Gucheng, Beijing",China,2014,1,6,14
Industrial District,152.0,63.0,7.59,72,Cold,"Gucheng, Beijing",China,2014,1,6,15
Industrial District,149.0,69.0,7.56,74,Cold,"Gucheng, Beijing",China,2014,1,6,16
Industrial District,157.0,76.0,7.3,76,Cold,"Gucheng, Beijing",China,2014,1,6,17
Industrial District,166.0,88.0,6.94,80,Cold,"Gucheng, Beijing",China,2014,1,6,18
Industrial District,171.0,90.0,6.85,81,Cold,"Gucheng, Beijing",China,2014,1,6,19
Industrial District,171.0,91.0,6.91,81,Cold,"Gucheng, Beijing",China,2014,1,6,20
Industrial District,175.0,91.0,6.71,81,Cold,"Gucheng, Beijing",China,2014,1,6,21
Industrial District,180.0,93.0,6.37,81,Cold,"Gucheng, Beijing",China,2014,1,6,22
Industrial District,177.0,92.0,6.65,81,Cold,"Gucheng, Beijing",China,2014,1,6,23
Industrial District,168.0,95.0,7.04,82,Cold,"Gucheng, Beijing",China,2014,1,7,0
Industrial District,168.0,94.0,6.94,82,Cold,"Gucheng, Beijing",China,2014,1,7,1
Industrial District,166.0,90.0,6.96,81,Cold,"Gucheng, Beijing",China,2014,1,7,2
Industrial District,175.0,90.0,6.65,81,Cold,"Gucheng, Beijing",China,2014,1,7,3
Industrial District,164.0,90.0,7.11,81,Cold,"Gucheng, Beijing",China,2014,1,7,4
Industrial District,178.0,92.0,6.49,81,Cold,"Gucheng, Beijing",China,2014,1,7,5
Industrial District,200.0,98.0,5.92,83,Cold,"Gucheng, Beijing",China,2014,1,7,6
Industrial District,211.0,98.0,5.7,83,Cold,"Gucheng, Beijing",China,2014,1,7,7
Industrial District,202.0,98.0,5.92,83,Cold,"Gucheng, Beijing",China,2014,1,7,8
Industrial District,197.0,101.0,6.07,84,Clear,"Gucheng, Beijing",China,2014,1,7,9
Industrial District,195.0,98.0,6.4,83,Clear,"Gucheng, Beijing",China,2014,1,7,10
Industrial District,43.0,43.0,20.13,36,Clear,"Gucheng, Beijing",China,2014,1,7,11
Industrial District,18.0,25.0,24.19,21,Clear,"Gucheng, Beijing",China,2014,1,7,12
Industrial District,20.0,26.0,23.44,21,Clear,"Gucheng, Beijing",China,2014,1,7,13
Industrial District,18.0,21.0,24.19,18,Clear,"Gucheng, Beijing",China,2014,1,7,14
Industrial District,19.0,21.0,22.06,19,Clear,"Gucheng, Beijing",China,2014,1,7,15
Industrial District,16.0,24.0,22.56,20,Clear,"Gucheng, Beijing",China,2014,1,7,16
Industrial District,13.0,28.0,23.62,20,Clear,"Gucheng, Beijing",China,2014,1,7,17
Industrial District,11.0,28.0,25.0,20,Clear,"Gucheng, Beijing",China,2014,1,7,18
Industrial District,13.0,36.0,23.44,24,Clear,"Gucheng, Beijing",China,2014,1,7,19
Industrial District,16.0,34.0,22.06,23,Clear,"Gucheng, Beijing",China,2014,1,7,20
Industrial District,10.0,25.0,23.44,21,Clear,"Gucheng, Beijing",China,2014,1,7,21
Industrial District,13.0,21.0,23.08,18,Clear,"Gucheng, Beijing",China,2014,1,7,22
Industrial District,12.0,22.0,22.73,20,Cold,"Gucheng, Beijing",China,2014,1,7,23
Industrial District,13.0,18.0,23.08,18,Cold,"Gucheng, Beijing",China,2014,1,8,0
Industrial District,13.0,20.0,24.0,19,Cold,"Gucheng, Beijing",China,2014,1,8,1
Industrial District,13.0,21.0,23.62,19,Cold,"Gucheng, Beijing",China,2014,1,8,2
Industrial District,10.0,24.0,22.73,19,Cold,"Gucheng, Beijing",China,2014,1,8,3
Industrial District,14.0,25.0,23.08,19,Cold,"Gucheng, Beijing",China,2014,1,8,4
Industrial District,14.0,31.0,23.44,24,Cold,"Gucheng, Beijing",China,2014,1,8,5
Industrial District,14.0,32.0,21.13,24,Cold,"Gucheng, Beijing",China,2014,1,8,6
Industrial District,14.0,21.0,20.69,19,Cold,"Gucheng, Beijing",China,2014,1,8,7
Industrial District,15.0,32.0,19.87,24,Cold,"Gucheng, Beijing",China,2014,1,8,8
Industrial District,19.0,41.0,21.28,29,Cold,"Gucheng, Beijing",China,2014,1,8,9
Industrial District,19.0,36.0,20.55,31,Cold,"Gucheng, Beijing",China,2014,1,8,10
Industrial District,15.0,19.0,24.59,22,Clear,"Gucheng, Beijing",China,2014,1,8,11
Industrial District,16.0,16.0,23.62,19,Clear,"Gucheng, Beijing",China,2014,1,8,12
Industrial District,14.0,13.0,23.81,17,Clear,"Gucheng, Beijing",China,2014,1,8,13
Industrial District,14.0,10.0,24.19,16,Clear,"Gucheng, Beijing",China,2014,1,8,14
Industrial District,11.0,12.0,23.44,16,Clear,"Gucheng, Beijing",China,2014,1,8,15
Industrial District,11.0,9.0,21.58,14,Cold,"Gucheng, Beijing",China,2014,1,8,16
Industrial District,11.0,13.0,21.43,17,Cold,"Gucheng, Beijing",China,2014,1,8,17
Industrial District,14.0,17.0,21.13,18,Cold,"Gucheng, Beijing",China,2014,1,8,18
Industrial District,16.0,26.0,21.13,24,Cold,"Gucheng, Beijing",China,2014,1,8,19
Industrial District,18.0,31.0,20.98,26,Cold,"Gucheng, Beijing",China,2014,1,8,20
Industrial District,16.0,30.0,21.58,27,Cold,"Gucheng, Beijing",China,2014,1,8,21
Industrial District,16.0,37.0,21.13,33,Cold,"Gucheng, Beijing",China,2014,1,8,22
Industrial District,21.0,37.0,19.61,31,Cold,"Gucheng, Beijing",China,2014,1,8,23
Industrial District,27.0,51.0,17.05,37,Cold,"Gucheng, Beijing",China,2014,1,9,0
Industrial District,22.0,18.0,18.18,20,Cold,"Gucheng, Beijing",China,2014,1,9,1
Industrial District,22.0,18.0,17.86,22,Cold,"Gucheng, Beijing",China,2014,1,9,2
Industrial District,21.0,15.0,18.52,22,Cold,"Gucheng, Beijing",China,2014,1,9,3
Industrial District,16.0,10.0,21.43,17,Cold,"Gucheng, Beijing",China,2014,1,9,4
Industrial District,13.0,4.0,23.44,14,Cold,"Gucheng, Beijing",China,2014,1,9,5
Industrial District,9.0,11.0,23.26,18,Cold,"Gucheng, Beijing",China,2014,1,9,6
Industrial District,10.0,28.0,23.44,25,Cold,"Gucheng, Beijing",China,2014,1,9,7
Industrial District,10.0,32.0,23.81,24,Cold,"Gucheng, Beijing",China,2014,1,9,8
Industrial District,10.0,32.0,23.81,24,Cold,"Gucheng, Beijing",China,2014,1,9,9
Industrial District,11.0,22.0,24.19,21,Cold,"Gucheng, Beijing",China,2014,1,9,10
Industrial District,4.0,9.0,26.79,14,Clear,"Gucheng, Beijing",China,2014,1,9,11
Industrial District,6.0,12.0,25.86,15,Clear,"Gucheng, Beijing",China,2014,1,9,12
Industrial District,6.0,13.0,26.79,17,Clear,"Gucheng, Beijing",China,2014,1,9,13
Industrial District,24.0,22.0,16.39,25,Clear,"Gucheng, Beijing",China,2014,1,9,14
Industrial District,38.0,30.0,14.42,29,Cold,"Gucheng, Beijing",China,2014,1,9,15
Industrial District,43.0,36.0,13.95,32,Cold,"Gucheng, Beijing",China,2014,1,9,16
Industrial District,49.0,48.0,12.71,36,Cold,"Gucheng, Beijing",China,2014,1,9,17
Industrial District,61.0,65.0,11.58,46,Cold,"Gucheng, Beijing",China,2014,1,9,18
Industrial District,77.0,87.0,10.27,58,Cold,"Gucheng, Beijing",China,2014,1,9,19
Industrial District,68.0,74.0,10.83,49,Cold,"Gucheng, Beijing",China,2014,1,9,20
Industrial District,63.0,74.0,11.19,48,Cold,"Gucheng, Beijing",China,2014,1,9,21
Industrial District,55.0,72.0,11.9,45,Cold,"Gucheng, Beijing",China,2014,1,9,22
Industrial District,54.0,64.0,12.77,44,Cold,"Gucheng, Beijing",China,2014,1,9,23
Industrial District,61.0,80.0,11.9,63,Cold,"Gucheng, Beijing",China,2014,1,10,0
Industrial District,53.0,71.0,13.76,61,Cold,"Gucheng, Beijing",China,2014,1,10,1
Industrial District,35.0,53.0,17.24,51,Cold,"Gucheng, Beijing",China,2014,1,10,2
Industrial District,45.0,71.0,13.95,68,Cold,"Gucheng, Beijing",China,2014,1,10,3
Industrial District,57.0,77.0,12.4,76,Cold,"Gucheng, Beijing",China,2014,1,10,4
Industrial District,57.0,78.0,13.16,77,Cold,"Gucheng, Beijing",China,2014,1,10,5
Industrial District,40.0,72.0,15.71,68,Cold,"Gucheng, Beijing",China,2014,1,10,6
Industrial District,39.0,72.0,15.87,68,Cold,"Gucheng, Beijing",China,2014,1,10,7
Industrial District,50.0,84.0,13.51,79,Cold,"Gucheng, Beijing",China,2014,1,10,8
Industrial District,49.0,84.0,13.64,79,Cold,"Gucheng, Beijing",China,2014,1,10,9
Industrial District,56.0,83.0,13.04,73,Cold,"Gucheng, Beijing",China,2014,1,10,10
Industrial District,58.0,87.0,12.77,76,Clear,"Gucheng, Beijing",China,2014,1,10,11
Industrial District,65.0,91.0,12.05,74,Clear,"Gucheng, Beijing",China,2014,1,10,12
Industrial District,74.0,101.0,11.07,81,Clear,"Gucheng, Beijing",China,2014,1,10,13
Industrial District,88.0,131.0,9.46,93,Clear,"Gucheng, Beijing",China,2014,1,10,14
Industrial District,82.0,124.0,10.34,86,Clear,"Gucheng, Beijing",China,2014,1,10,15
Industrial District,133.0,150.0,7.14,100,Clear,"Gucheng, Beijing",China,2014,1,10,16
Industrial District,122.0,135.0,7.77,91,Clear,"Gucheng, Beijing",China,2014,1,10,17
Industrial District,127.0,130.0,7.52,90,Cold,"Gucheng, Beijing",China,2014,1,10,18
Industrial District,139.0,122.0,7.13,86,Cold,"Gucheng, Beijing",China,2014,1,10,19
Industrial District,155.0,122.0,6.56,91,Cold,"Gucheng, Beijing",China,2014,1,10,20
Industrial District,141.0,123.0,7.04,91,Cold,"Gucheng, Beijing",China,2014,1,10,21
Industrial District,152.0,123.0,6.56,91,Cold,"Gucheng, Beijing",China,2014,1,10,22
Industrial District,135.0,104.0,7.39,85,Cold,"Gucheng, Beijing",China,2014,1,10,23
Industrial District,84.0,84.0,10.45,79,Cold,"Gucheng, Beijing",China,2014,1,11,0
Industrial District,69.0,78.0,11.45,73,Cold,"Gucheng, Beijing",China,2014,1,11,1
Industrial District,60.0,74.0,12.77,72,Cold,"Gucheng, Beijing",China,2014,1,11,2
Industrial District,63.0,87.0,12.0,68,Cold,"Gucheng, Beijing",China,2014,1,11,3
Industrial District,119.0,106.0,8.33,86,Cold,"Gucheng, Beijing",China,2014,1,11,5
Industrial District,87.0,92.0,10.56,81,Cold,"Gucheng, Beijing",China,2014,1,11,6
Industrial District,74.0,82.0,11.63,78,Cold,"Gucheng, Beijing",China,2014,1,11,7
Industrial District,85.0,85.0,10.42,79,Cold,"Gucheng, Beijing",China,2014,1,11,8
Industrial District,82.0,90.0,10.38,81,Cold,"Gucheng, Beijing",China,2014,1,11,9
Industrial District,80.0,93.0,10.91,81,Clear,"Gucheng, Beijing",China,2014,1,11,10
Industrial District,74.0,99.0,11.32,83,Clear,"Gucheng, Beijing",China,2014,1,11,11
Industrial District,83.0,101.0,10.79,77,Clear,"Gucheng, Beijing",China,2014,1,11,12
Industrial District,81.0,99.0,10.75,69,Clear,"Gucheng, Beijing",China,2014,1,11,13
Industrial District,86.0,101.0,10.87,68,Clear,"Gucheng, Beijing",China,2014,1,11,14
Industrial District,98.0,126.0,9.71,82,Clear,"Gucheng, Beijing",China,2014,1,11,15
Industrial District,176.0,180.0,5.94,100,Clear,"Gucheng, Beijing",China,2014,1,11,16
Industrial District,199.0,177.0,5.52,100,Clear,"Gucheng, Beijing",China,2014,1,11,17
Industrial District,228.0,172.0,4.98,100,Clear,"Gucheng, Beijing",China,2014,1,11,18
Industrial District,233.0,168.0,4.85,100,Cold,"Gucheng, Beijing",China,2014,1,11,19
Industrial District,219.0,166.0,5.1,100,Clear,"Gucheng, Beijing",China,2014,1,11,20
Industrial District,233.0,165.0,4.77,100,Clear,"Gucheng, Beijing",China,2014,1,11,21
Industrial District,60.0,51.0,13.16,39,Clear,"Gucheng, Beijing",China,2014,1,11,22
Industrial District,17.0,23.0,19.48,20,Clear,"Gucheng, Beijing",China,2014,1,11,23
Industrial District,14.0,11.0,17.34,15,Clear,"Gucheng, Beijing",China,2014,1,12,0
Industrial District,15.0,8.0,17.14,12,Cold,"Gucheng, Beijing",China,2014,1,12,1
Industrial District,10.0,7.0,21.13,12,Cold,"Gucheng, Beijing",China,2014,1,12,2
Industrial District,10.0,11.0,24.19,13,Cold,"Gucheng, Beijing",China,2014,1,12,3
Industrial District,10.0,10.0,25.86,13,Cold,"Gucheng, Beijing",China,2014,1,12,4
Industrial District,8.0,14.0,25.64,15,Cold,"Gucheng, Beijing",China,2014,1,12,5
Industrial District,9.0,23.0,24.0,20,Cold,"Gucheng, Beijing",China,2014,1,12,6
Industrial District,12.0,38.0,22.39,30,Cold,"Gucheng, Beijing",China,2014,1,12,7
Industrial District,11.0,51.0,22.56,35,Cold,"Gucheng, Beijing",China,2014,1,12,8
Industrial District,17.0,60.0,20.83,43,Cold,"Gucheng, Beijing",China,2014,1,12,9
Industrial District,17.0,43.0,20.83,36,Clear,"Gucheng, Beijing",China,2014,1,12,10
Industrial District,16.0,32.0,21.74,26,Clear,"Gucheng, Beijing",China,2014,1,12,11
Industrial District,11.0,20.0,25.21,17,Clear,"Gucheng, Beijing",China,2014,1,12,12
Industrial District,6.0,16.0,26.79,16,Clear,"Gucheng, Beijing",China,2014,1,12,13
Industrial District,5.0,10.0,27.03,13,Clear,"Gucheng, Beijing",China,2014,1,12,14
Industrial District,18.0,25.0,19.87,21,Clear,"Gucheng, Beijing",China,2014,1,12,15
Industrial District,33.0,37.0,16.04,26,Clear,"Gucheng, Beijing",China,2014,1,12,16
Industrial District,32.0,43.0,15.62,30,Clear,"Gucheng, Beijing",China,2014,1,12,17
Industrial District,43.0,60.0,13.82,38,Cold,"Gucheng, Beijing",China,2014,1,12,18
Industrial District,59.0,63.0,11.9,41,Cold,"Gucheng, Beijing",China,2014,1,12,19
Industrial District,61.0,74.0,11.76,46,Cold,"Gucheng, Beijing",China,2014,1,12,20
Industrial District,56.0,75.0,12.45,45,Cold,"Gucheng, Beijing",China,2014,1,12,21
Industrial District,65.0,92.0,10.99,60,Cold,"Gucheng, Beijing",China,2014,1,12,22
Industrial District,88.0,98.0,8.57,73,Cold,"Gucheng, Beijing",China,2014,1,12,23
Industrial District,75.0,87.0,10.38,68,Cold,"Gucheng, Beijing",China,2014,1,13,0
Industrial District,58.0,78.0,12.24,59,Cold,"Gucheng, Beijing",China,2014,1,13,1
Industrial District,32.0,53.0,18.07,47,Cold,"Gucheng, Beijing",China,2014,1,13,2
Industrial District,63.0,87.0,12.3,80,Cold,"Gucheng, Beijing",China,2014,1,13,3
Industrial District,61.0,88.0,12.82,80,Cold,"Gucheng, Beijing",China,2014,1,13,4
Industrial District,57.0,81.0,13.22,78,Cold,"Gucheng, Beijing",China,2014,1,13,5
Industrial District,28.0,57.0,19.23,57,Cold,"Gucheng, Beijing",China,2014,1,13,6
Industrial District,34.0,57.0,17.44,50,Cold,"Gucheng, Beijing",China,2014,1,13,7
Industrial District,33.0,69.0,14.85,57,Cold,"Gucheng, Beijing",China,2014,1,13,8
Industrial District,52.0,88.0,12.71,80,Cold,"Gucheng, Beijing",China,2014,1,13,9
Industrial District,72.0,92.0,11.19,81,Cold,"Gucheng, Beijing",China,2014,1,13,10
Industrial District,90.0,100.0,9.55,84,Clear,"Gucheng, Beijing",China,2014,1,13,11
Industrial District,88.0,96.0,10.24,81,Clear,"Gucheng, Beijing",China,2014,1,13,12
Industrial District,54.0,63.0,14.71,47,Clear,"Gucheng, Beijing",China,2014,1,13,13
Industrial District,49.0,66.0,14.71,47,Clear,"Gucheng, Beijing",China,2014,1,13,14
Industrial District,68.0,95.0,11.9,64,Clear,"Gucheng, Beijing",China,2014,1,13,15
Industrial District,112.0,114.0,8.43,77,Clear,"Gucheng, Beijing",China,2014,1,13,16
Industrial District,130.0,102.0,7.67,73,Cold,"Gucheng, Beijing",China,2014,1,13,17
Industrial District,146.0,112.0,6.82,76,Cold,"Gucheng, Beijing",China,2014,1,13,18
Industrial District,184.0,119.0,5.94,86,Cold,"Gucheng, Beijing",China,2014,1,13,19
Industrial District,177.0,117.0,5.95,89,Cold,"Gucheng, Beijing",China,2014,1,13,20
Industrial District,170.0,116.0,6.19,89,Cold,"Gucheng, Beijing",China,2014,1,13,21
Industrial District,163.0,117.0,6.55,89,Cold,"Gucheng, Beijing",China,2014,1,13,22
Industrial District,165.0,115.0,6.64,88,Cold,"Gucheng, Beijing",China,2014,1,13,23
Industrial District,127.0,107.0,8.33,86,Cold,"Gucheng, Beijing",China,2014,1,14,0
Industrial District,117.0,98.0,8.85,83,Cold,"Gucheng, Beijing",China,2014,1,14,1
Industrial District,123.0,103.0,8.13,85,Cold,"Gucheng, Beijing",China,2014,1,14,2
Industrial District,101.0,98.0,9.58,72,Cold,"Gucheng, Beijing",China,2014,1,14,3
Industrial District,72.0,79.0,12.3,57,Cold,"Gucheng, Beijing",China,2014,1,14,4
Industrial District,52.0,73.0,15.08,62,Cold,"Gucheng, Beijing",China,2014,1,14,5
Industrial District,48.0,69.0,15.08,59,Cold,"Gucheng, Beijing",China,2014,1,14,6
Industrial District,73.0,91.0,11.36,81,Cold,"Gucheng, Beijing",China,2014,1,14,7
Industrial District,61.0,84.0,13.1,74,Cold,"Gucheng, Beijing",China,2014,1,14,8
Industrial District,47.0,77.0,14.42,67,Cold,"Gucheng, Beijing",China,2014,1,14,9
Industrial District,68.0,76.0,11.45,70,Cold,"Gucheng, Beijing",China,2014,1,14,10
Industrial District,54.0,55.0,14.71,50,Clear,"Gucheng, Beijing",China,2014,1,14,11
Industrial District,71.0,74.0,10.24,72,Clear,"Gucheng, Beijing",China,2014,1,14,12
Industrial District,120.0,91.0,8.47,81,Clear,"Gucheng, Beijing",China,2014,1,14,13
Industrial District,118.0,94.0,8.43,82,Clear,"Gucheng, Beijing",China,2014,1,14,14
Industrial District,154.0,109.0,6.9,87,Clear,"Gucheng, Beijing",China,2014,1,14,15
Industrial District,116.0,93.0,9.12,72,Clear,"Gucheng, Beijing",China,2014,1,14,16
Industrial District,89.0,85.0,10.27,61,Cold,"Gucheng, Beijing",China,2014,1,14,17
Industrial District,97.0,90.0,9.65,62,Cold,"Gucheng, Beijing",China,2014,1,14,18
Industrial District,114.0,95.0,8.62,71,Cold,"Gucheng, Beijing",China,2014,1,14,19
Industrial District,127.0,95.0,8.09,74,Cold,"Gucheng, Beijing",China,2014,1,14,20
Industrial District,132.0,97.0,7.59,83,Cold,"Gucheng, Beijing",China,2014,1,14,21
Industrial District,131.0,99.0,7.63,83,Cold,"Gucheng, Beijing",China,2014,1,14,22
Industrial District,138.0,109.0,7.59,87,Cold,"Gucheng, Beijing",China,2014,1,14,23
Industrial District,122.0,98.0,8.9,83,Cold,"Gucheng, Beijing",China,2014,1,15,0
Industrial District,89.0,89.0,10.79,80,Cold,"Gucheng, Beijing",China,2014,1,15,1
Industrial District,84.0,80.0,11.28,77,Cold,"Gucheng, Beijing",China,2014,1,15,2
Industrial District,79.0,75.0,11.49,76,Cold,"Gucheng, Beijing",China,2014,1,15,3
Industrial District,114.0,103.0,8.93,85,Cold,"Gucheng, Beijing",China,2014,1,15,5
Industrial District,109.0,106.0,9.2,86,Cold,"Gucheng, Beijing",China,2014,1,15,6
Industrial District,94.0,97.0,10.34,83,Cold,"Gucheng, Beijing",China,2014,1,15,7
Industrial District,57.0,78.0,13.7,77,Cold,"Gucheng, Beijing",China,2014,1,15,8
Industrial District,54.0,73.0,13.7,75,Cold,"Gucheng, Beijing",China,2014,1,15,9
Industrial District,50.0,77.0,14.22,73,Clear,"Gucheng, Beijing",China,2014,1,15,10
Industrial District,82.0,109.0,10.71,87,Clear,"Gucheng, Beijing",China,2014,1,15,11
Industrial District,85.0,116.0,10.83,84,Clear,"Gucheng, Beijing",China,2014,1,15,12
Industrial District,85.0,111.0,11.11,76,Clear,"Gucheng, Beijing",China,2014,1,15,13
Industrial District,83.0,124.0,11.49,81,Clear,"Gucheng, Beijing",China,2014,1,15,14
Industrial District,59.0,94.0,14.85,59,Clear,"Gucheng, Beijing",China,2014,1,15,15
Industrial District,69.0,117.0,12.15,73,Clear,"Gucheng, Beijing",China,2014,1,15,16
Industrial District,98.0,125.0,9.49,80,Clear,"Gucheng, Beijing",China,2014,1,15,17
Industrial District,199.0,149.0,5.44,99,Clear,"Gucheng, Beijing",China,2014,1,15,18
Industrial District,345.0,174.0,3.53,100,Cold,"Gucheng, Beijing",China,2014,1,15,19
Industrial District,468.0,193.0,2.73,100,Cold,"Gucheng, Beijing",China,2014,1,15,20
Industrial District,495.0,196.0,2.62,100,Cold,"Gucheng, Beijing",China,2014,1,15,21
Industrial District,517.0,194.0,2.56,100,Cold,"Gucheng, Beijing",China,2014,1,15,22
Industrial District,543.0,195.0,2.44,100,Cold,"Gucheng, Beijing",China,2014,1,15,23
Industrial District,585.0,195.0,2.28,100,Cold,"Gucheng, Beijing",China,2014,1,16,0
Industrial District,602.0,189.0,2.24,100,Cold,"Gucheng, Beijing",China,2014,1,16,1
Industrial District,610.0,184.0,2.23,100,Cold,"Gucheng, Beijing",China,2014,1,16,2
Industrial District,548.0,173.0,2.49,100,Cold,"Gucheng, Beijing",China,2014,1,16,3
Industrial District,368.0,155.0,3.77,100,Cold,"Gucheng, Beijing",China,2014,1,16,4
Industrial District,376.0,166.0,3.43,100,Cold,"Gucheng, Beijing",China,2014,1,16,5
Industrial District,459.0,173.0,2.87,100,Cold,"Gucheng, Beijing",China,2014,1,16,6
Industrial District,449.0,155.0,2.95,100,Cold,"Gucheng, Beijing",China,2014,1,16,7
Industrial District,408.0,153.0,3.3,100,Cold,"Gucheng, Beijing",China,2014,1,16,8
Industrial District,420.0,167.0,3.15,100,Cold,"Gucheng, Beijing",China,2014,1,16,9
Industrial District,394.0,162.0,3.36,100,Clear,"Gucheng, Beijing",China,2014,1,16,10
Industrial District,392.0,166.0,3.39,100,Clear,"Gucheng, Beijing",China,2014,1,16,11
Industrial District,371.0,150.0,3.61,100,Clear,"Gucheng, Beijing",China,2014,1,16,12
Industrial District,308.0,154.0,4.4,100,Clear,"Gucheng, Beijing",China,2014,1,16,13
Industrial District,269.0,142.0,4.88,97,Clear,"Gucheng, Beijing",China,2014,1,16,14
Industrial District,203.0,119.0,6.36,86,Clear,"Gucheng, Beijing",China,2014,1,16,15
Industrial District,128.0,95.0,9.43,66,Clear,"Gucheng, Beijing",China,2014,1,16,16
Industrial District,270.0,162.0,4.23,100,Clear,"Gucheng, Beijing",China,2014,1,16,17
Industrial District,336.0,175.0,3.76,100,Clear,"Gucheng, Beijing",China,2014,1,16,18
Industrial District,373.0,180.0,3.42,100,Clear,"Gucheng, Beijing",China,2014,1,16,19
Industrial District,375.0,150.0,3.46,100,Clear,"Gucheng, Beijing",China,2014,1,16,20
