district,pm25,nox,visibility,traffic,condition,city,country,year,month,day,hour
Green District,49.0,2.0,14.93,15,Clear,"Dingling, Beijing",China,2013,8,14,2
Green District,49.0,2.0,14.93,13,Clear,"Dingling, Beijing",China,2013,8,14,3
Green District,3.0,20.0,28.3,24,Clear,"Dingling, Beijing",China,2013,8,14,4
Green District,46.0,16.0,13.39,21,Clear,"Dingling, Beijing",China,2013,8,14,5
Green District,78.0,49.0,11.72,33,Clear,"Dingling, Beijing",China,2013,8,14,6
Green District,69.0,25.0,12.2,24,Hot,"Dingling, Beijing",China,2013,8,14,7
Green District,72.0,21.0,12.05,23,Hot,"Dingling, Beijing",China,2013,8,14,8
Green District,73.0,36.0,11.19,27,Hot,"Dingling, Beijing",China,2013,8,14,9
Green District,85.0,17.0,10.38,23,Hot,"Dingling, Beijing",China,2013,8,14,10
Green District,95.0,12.0,9.58,21,Hot,"Dingling, Beijing",China,2013,8,14,11
Green District,102.0,10.0,9.38,21,Hot,"Dingling, Beijing",China,2013,8,14,12
Green District,99.0,9.0,9.12,20,Hot,"Dingling, Beijing",China,2013,8,14,13
Green District,89.0,8.0,10.34,20,Hot,"Dingling, Beijing",China,2013,8,14,14
Green District,104.0,12.0,9.62,21,Hot,"Dingling, Beijing",China,2013,8,14,15
Green District,114.0,20.0,8.9,26,Hot,"Dingling, Beijing",China,2013,8,14,16
Green District,101.0,25.0,9.71,27,Hot,"Dingling, Beijing",China,2013,8,14,17
Green District,88.0,18.0,10.03,23,Hot,"Dingling, Beijing",China,2013,8,14,18
Green District,56.0,13.0,12.82,20,Hot,"Dingling, Beijing",China,2013,8,14,19
Green District,57.0,12.0,13.45,18,Hot,"Dingling, Beijing",China,2013,8,14,20
Green District,79.0,10.0,10.87,19,Hot,"Dingling, Beijing",China,2013,8,14,21
Green District,93.0,13.0,10.31,20,Hot,"Dingling, Beijing",China,2013,8,14,22
Green District,86.0,14.0,10.45,22,Hot,"Dingling, Beijing",China,2013,8,14,23
Green District,90.0,10.0,10.64,21,Hot,"Dingling, Beijing",China,2013,8,15,0
Green District,101.0,8.0,10.24,20,Hot,"Dingling, Beijing",China,2013,8,15,1
Green District,103.0,9.0,10.68,20,Hot,"Dingling, Beijing",China,2013,8,15,2
Green District,90.0,8.0,10.68,20,Hot,"Dingling, Beijing",China,2013,8,15,3
Green District,99.0,6.0,10.34,18,Hot,"Dingling, Beijing",China,2013,8,15,4
Green District,112.0,7.0,10.03,20,Hot,"Dingling, Beijing",China,2013,8,15,5
Green District,120.0,9.0,9.4,20,Hot,"Dingling, Beijing",China,2013,8,15,6
Green District,112.0,40.0,8.88,32,Hot,"Dingling, Beijing",China,2013,8,15,7
Green District,111.0,17.0,9.17,25,Hot,"Dingling, Beijing",China,2013,8,15,8
Green District,107.0,22.0,9.32,26,Hot,"Dingling, Beijing",China,2013,8,15,9
Green District,115.0,26.0,8.62,27,Hot,"Dingling, Beijing",China,2013,8,15,10
Green District,134.0,15.0,8.17,24,Hot,"Dingling, Beijing",China,2013,8,15,11
Green District,100.0,12.0,9.93,23,Hot,"Dingling, Beijing",China,2013,8,15,12
Green District,107.0,9.0,9.71,22,Hot,"Dingling, Beijing",China,2013,8,15,13
Green District,88.0,10.0,10.56,22,Hot,"Dingling, Beijing",China,2013,8,15,14
Green District,121.0,12.0,8.33,25,Hot,"Dingling, Beijing",China,2013,8,15,15
Green District,84.0,17.0,9.49,26,Hot,"Dingling, Beijing",China,2013,8,15,16
Green District,92.0,17.0,9.9,26,Hot,"Dingling, Beijing",China,2013,8,15,17
Green District,145.0,25.0,7.59,29,Hot,"Dingling, Beijing",China,2013,8,15,18
Green District,99.0,17.0,9.29,25,Hot,"Dingling, Beijing",China,2013,8,15,19
Green District,100.0,13.0,9.97,23,Hot,"Dingling, Beijing",China,2013,8,15,20
Green District,104.0,11.0,9.46,23,Hot,"Dingling, Beijing",China,2013,8,15,21
Green District,105.0,10.0,9.52,22,Hot,"Dingling, Beijing",China,2013,8,15,22
Green District,110.0,8.0,9.23,23,Hot,"Dingling, Beijing",China,2013,8,15,23
Green District,119.0,9.0,8.7,24,Hot,"Dingling, Beijing",China,2013,8,16,0
Green District,130.0,28.0,8.13,31,Hot,"Dingling, Beijing",China,2013,8,16,1
Green District,154.0,28.0,7.08,35,Hot,"Dingling, Beijing",China,2013,8,16,2
Green District,180.0,24.0,6.36,37,Hot,"Dingling, Beijing",China,2013,8,16,3
Green District,187.0,21.0,6.26,32,Hot,"Dingling, Beijing",China,2013,8,16,4
Green District,117.0,17.0,8.98,21,Hot,"Dingling, Beijing",China,2013,8,16,5
Green District,84.0,12.0,13.82,18,Hot,"Dingling, Beijing",China,2013,8,16,6
Green District,84.0,16.0,13.64,19,Hot,"Dingling, Beijing",China,2013,8,16,7
Green District,87.0,20.0,12.71,22,Hot,"Dingling, Beijing",China,2013,8,16,8
Green District,79.0,22.0,12.93,23,Hot,"Dingling, Beijing",China,2013,8,16,9
Green District,62.0,25.0,12.4,26,Hot,"Dingling, Beijing",China,2013,8,16,10
Green District,104.0,15.0,9.55,22,Hot,"Dingling, Beijing",China,2013,8,16,11
Green District,73.0,12.0,10.95,21,Hot,"Dingling, Beijing",China,2013,8,16,12
Green District,109.0,10.0,8.98,21,Hot,"Dingling, Beijing",China,2013,8,16,13
Green District,118.0,15.0,8.5,22,Hot,"Dingling, Beijing",China,2013,8,16,14
Green District,122.0,19.0,8.02,24,Hot,"Dingling, Beijing",China,2013,8,16,15
Green District,132.0,13.0,8.04,22,Hot,"Dingling, Beijing",China,2013,8,16,16
Green District,145.0,18.0,7.69,23,Hot,"Dingling, Beijing",China,2013,8,16,17
Green District,113.0,19.0,8.93,24,Hot,"Dingling, Beijing",China,2013,8,16,18
Green District,114.0,20.0,8.5,24,Hot,"Dingling, Beijing",China,2013,8,16,19
Green District,147.0,21.0,7.77,24,Hot,"Dingling, Beijing",China,2013,8,16,20
Green District,143.0,28.0,8.43,26,Hot,"Dingling, Beijing",China,2013,8,16,21
Green District,139.0,22.0,9.49,25,Hot,"Dingling, Beijing",China,2013,8,16,22
Green District,128.0,21.0,10.14,23,Hot,"Dingling, Beijing",China,2013,8,16,23
Green District,116.0,11.0,11.41,18,Hot,"Dingling, Beijing",China,2013,8,17,0
Green District,93.0,9.0,10.49,14,Hot,"Dingling, Beijing",China,2013,8,17,1
Green District,29.0,7.0,18.99,8,Hot,"Dingling, Beijing",China,2013,8,17,2
Green District,6.0,12.0,26.55,16,Hot,"Dingling, Beijing",China,2013,8,17,3
Green District,35.0,12.0,21.28,15,Hot,"Dingling, Beijing",China,2013,8,17,4
Green District,25.0,18.0,22.9,17,Hot,"Dingling, Beijing",China,2013,8,17,5
Green District,23.0,20.0,18.63,17,Hot,"Dingling, Beijing",China,2013,8,17,6
Green District,11.0,19.0,23.44,15,Hot,"Dingling, Beijing",China,2013,8,17,7
Green District,25.0,19.0,15.38,15,Hot,"Dingling, Beijing",China,2013,8,17,8
Green District,18.0,16.0,21.13,16,Hot,"Dingling, Beijing",China,2013,8,17,9
Green District,32.0,11.0,13.95,15,Windy,"Dingling, Beijing",China,2013,8,17,10
Green District,26.0,15.0,12.77,17,Windy,"Dingling, Beijing",China,2013,8,17,11
Green District,38.0,11.0,12.3,15,Windy,"Dingling, Beijing",China,2013,8,17,12
Green District,28.0,7.0,17.86,13,Hot,"Dingling, Beijing",China,2013,8,17,13
Green District,21.0,6.0,14.22,13,Windy,"Dingling, Beijing",China,2013,8,17,14
Green District,36.0,4.0,16.04,12,Windy,"Dingling, Beijing",China,2013,8,17,15
Green District,17.0,2.0,17.86,12,Hot,"Dingling, Beijing",China,2013,8,17,16
Green District,16.0,3.0,16.95,10,Hot,"Dingling, Beijing",China,2013,8,17,17
Green District,10.0,5.0,25.0,11,Hot,"Dingling, Beijing",China,2013,8,17,18
Green District,3.0,4.0,20.83,11,Hot,"Dingling, Beijing",China,2013,8,17,19
Green District,21.0,8.0,16.13,12,Hot,"Dingling, Beijing",China,2013,8,17,20
Green District,3.0,5.0,27.52,11,Hot,"Dingling, Beijing",China,2013,8,17,21
Green District,3.0,5.0,26.32,11,Hot,"Dingling, Beijing",China,2013,8,17,22
Green District,26.0,2.0,21.9,8,Hot,"Dingling, Beijing",China,2013,8,17,23
Green District,10.0,2.0,18.75,10,Hot,"Dingling, Beijing",China,2013,8,18,6
Green District,32.0,4.0,16.48,12,Hot,"Dingling, Beijing",China,2013,8,18,7
Green District,4.0,2.0,26.79,12,Hot,"Dingling, Beijing",China,2013,8,18,8
Green District,12.0,4.0,25.0,12,Hot,"Dingling, Beijing",China,2013,8,18,9
Green District,3.0,4.0,27.52,12,Hot,"Dingling, Beijing",China,2013,8,18,10
Green District,11.0,3.0,23.81,14,Hot,"Dingling, Beijing",China,2013,8,18,13
Green District,7.0,2.0,25.86,12,Hot,"Dingling, Beijing",China,2013,8,18,14
Green District,9.0,2.0,25.0,12,Hot,"Dingling, Beijing",China,2013,8,18,15
Green District,17.0,4.0,17.34,12,Hot,"Dingling, Beijing",China,2013,8,18,16
Green District,15.0,5.0,19.87,13,Hot,"Dingling, Beijing",China,2013,8,18,17
Green District,14.0,5.0,17.96,13,Hot,"Dingling, Beijing",China,2013,8,18,18
Green District,18.0,4.0,18.4,12,Hot,"Dingling, Beijing",China,2013,8,18,19
Green District,3.0,5.0,27.52,13,Hot,"Dingling, Beijing",China,2013,8,18,20
Green District,3.0,5.0,25.42,13,Hot,"Dingling, Beijing",China,2013,8,18,21
Green District,4.0,4.0,24.59,11,Clear,"Dingling, Beijing",China,2013,8,18,22
Green District,16.0,2.0,22.39,10,Clear,"Dingling, Beijing",China,2013,8,18,23
Green District,17.0,2.0,22.39,10,Clear,"Dingling, Beijing",China,2013,8,19,0
Green District,14.0,6.0,25.42,11,Clear,"Dingling, Beijing",China,2013,8,19,1
Green District,16.0,4.0,22.73,11,Clear,"Dingling, Beijing",China,2013,8,19,2
Green District,10.0,3.0,25.0,10,Clear,"Dingling, Beijing",China,2013,8,19,3
Green District,9.0,6.0,25.42,11,Clear,"Dingling, Beijing",China,2013,8,19,4
Green District,11.0,10.0,25.42,13,Clear,"Dingling, Beijing",China,2013,8,19,5
Green District,12.0,7.0,23.08,12,Clear,"Dingling, Beijing",China,2013,8,19,6
Green District,12.0,11.0,22.73,15,Hot,"Dingling, Beijing",China,2013,8,19,7
Green District,17.0,11.0,22.06,15,Hot,"Dingling, Beijing",China,2013,8,19,8
Green District,22.0,11.0,18.75,16,Hot,"Dingling, Beijing",China,2013,8,19,9
Green District,12.0,16.0,20.55,19,Hot,"Dingling, Beijing",China,2013,8,19,10
Green District,12.0,16.0,20.55,18,Hot,"Dingling, Beijing",China,2013,8,19,11
Green District,3.0,16.0,20.69,21,Hot,"Dingling, Beijing",China,2013,8,19,12
Green District,3.0,6.0,22.22,16,Hot,"Dingling, Beijing",China,2013,8,19,13
Green District,10.0,4.0,21.13,14,Hot,"Dingling, Beijing",China,2013,8,19,14
Green District,4.0,5.0,27.27,14,Hot,"Dingling, Beijing",China,2013,8,19,15
Green District,12.0,4.0,24.19,16,Hot,"Dingling, Beijing",China,2013,8,19,16
Green District,20.0,7.0,20.55,15,Hot,"Dingling, Beijing",China,2013,8,19,17
Green District,17.0,9.0,18.52,14,Hot,"Dingling, Beijing",China,2013,8,19,18
Green District,16.0,4.0,20.0,12,Hot,"Dingling, Beijing",China,2013,8,19,19
Green District,3.0,4.0,26.79,11,Hot,"Dingling, Beijing",China,2013,8,19,20
Green District,17.0,5.0,19.23,13,Hot,"Dingling, Beijing",China,2013,8,19,21
Green District,17.0,5.0,19.23,13,Hot,"Dingling, Beijing",China,2013,8,19,22
Green District,18.0,5.0,22.56,13,Clear,"Dingling, Beijing",China,2013,8,19,23
Green District,17.0,8.0,21.13,14,Clear,"Dingling, Beijing",China,2013,8,20,0
Green District,23.0,15.0,20.27,16,Clear,"Dingling, Beijing",China,2013,8,20,1
Green District,23.0,11.0,19.87,16,Clear,"Dingling, Beijing",China,2013,8,20,2
Green District,23.0,11.0,20.27,16,Clear,"Dingling, Beijing",China,2013,8,20,3
Green District,25.0,12.0,18.29,16,Clear,"Dingling, Beijing",China,2013,8,20,4
Green District,25.0,10.0,19.74,16,Clear,"Dingling, Beijing",China,2013,8,20,5
Green District,28.0,11.0,17.75,18,Clear,"Dingling, Beijing",China,2013,8,20,6
Green District,32.0,21.0,16.3,23,Hot,"Dingling, Beijing",China,2013,8,20,7
Green District,38.0,21.0,15.54,24,Hot,"Dingling, Beijing",China,2013,8,20,8
Green District,39.0,27.0,17.14,26,Hot,"Dingling, Beijing",China,2013,8,20,9
Green District,54.0,37.0,12.77,33,Hot,"Dingling, Beijing",China,2013,8,20,10
Green District,64.0,22.0,11.63,31,Hot,"Dingling, Beijing",China,2013,8,20,11
Green District,67.0,19.0,10.79,32,Hot,"Dingling, Beijing",China,2013,8,20,12
Green District,3.0,17.0,15.08,34,Hot,"Dingling, Beijing",China,2013,8,20,13
Green District,3.0,17.0,15.08,33,Hot,"Dingling, Beijing",China,2013,8,20,14
Green District,98.0,16.0,9.49,32,Hot,"Dingling, Beijing",China,2013,8,20,15
Green District,97.0,16.0,10.99,31,Hot,"Dingling, Beijing",China,2013,8,20,16
Green District,97.0,16.0,11.11,31,Rainy,"Dingling, Beijing",China,2013,8,20,17
Green District,96.0,13.0,10.53,30,Clear,"Dingling, Beijing",China,2013,8,20,18
Green District,102.0,13.0,11.49,30,Rainy,"Dingling, Beijing",China,2013,8,20,19
Green District,99.0,15.0,11.76,29,Clear,"Dingling, Beijing",China,2013,8,20,20
Green District,96.0,17.0,11.81,30,Clear,"Dingling, Beijing",China,2013,8,20,21
Green District,94.0,10.0,12.5,27,Rainy,"Dingling, Beijing",China,2013,8,20,22
Green District,92.0,6.0,13.39,26,Clear,"Dingling, Beijing",China,2013,8,20,23
Green District,94.0,10.0,12.35,27,Clear,"Dingling, Beijing",China,2013,8,21,0
Green District,95.0,15.0,12.15,29,Clear,"Dingling, Beijing",China,2013,8,21,1
Green District,92.0,12.0,12.4,28,Clear,"Dingling, Beijing",China,2013,8,21,2
Green District,88.0,7.0,13.16,25,Clear,"Dingling, Beijing",China,2013,8,21,3
Green District,82.0,13.0,14.15,27,Clear,"Dingling, Beijing",China,2013,8,21,4
Green District,83.0,6.0,13.57,24,Clear,"Dingling, Beijing",China,2013,8,21,5
Green District,84.0,5.0,13.39,24,Clear,"Dingling, Beijing",China,2013,8,21,6
Green District,81.0,7.0,12.71,25,Clear,"Dingling, Beijing",China,2013,8,21,7
Green District,81.0,7.0,12.88,25,Hot,"Dingling, Beijing",China,2013,8,21,8
Green District,94.0,6.0,11.63,26,Hot,"Dingling, Beijing",China,2013,8,21,9
Green District,80.0,8.0,13.45,25,Hot,"Dingling, Beijing",China,2013,8,21,10
Green District,67.0,11.0,14.35,24,Hot,"Dingling, Beijing",China,2013,8,21,11
Green District,67.0,11.0,12.77,26,Hot,"Dingling, Beijing",China,2013,8,21,12
Green District,103.0,29.0,11.07,33,Hot,"Dingling, Beijing",China,2013,8,21,13
Green District,87.0,12.0,12.4,26,Hot,"Dingling, Beijing",China,2013,8,21,14
Green District,85.0,12.0,12.2,26,Hot,"Dingling, Beijing",China,2013,8,21,15
Green District,104.0,22.0,10.95,31,Hot,"Dingling, Beijing",China,2013,8,21,16
Green District,76.0,13.0,14.35,23,Hot,"Dingling, Beijing",China,2013,8,21,17
Green District,49.0,15.0,13.89,22,Hot,"Dingling, Beijing",China,2013,8,21,18
Green District,74.0,15.0,10.99,22,Hot,"Dingling, Beijing",China,2013,8,21,19
Green District,76.0,14.0,10.91,22,Hot,"Dingling, Beijing",China,2013,8,21,20
Green District,71.0,11.0,13.22,21,Clear,"Dingling, Beijing",China,2013,8,21,21
Green District,73.0,10.0,13.45,21,Clear,"Dingling, Beijing",China,2013,8,21,22
Green District,73.0,9.0,13.33,22,Clear,"Dingling, Beijing",China,2013,8,21,23
Green District,74.0,7.0,13.33,21,Clear,"Dingling, Beijing",China,2013,8,22,0
Green District,78.0,6.0,13.27,21,Clear,"Dingling, Beijing",China,2013,8,22,1
Green District,83.0,6.0,12.77,21,Clear,"Dingling, Beijing",China,2013,8,22,2
Green District,84.0,5.0,12.45,16,Clear,"Dingling, Beijing",China,2013,8,22,3
Green District,86.0,5.0,12.66,18,Clear,"Dingling, Beijing",China,2013,8,22,4
Green District,86.0,5.0,12.66,18,Clear,"Dingling, Beijing",China,2013,8,22,5
Green District,88.0,5.0,12.05,18,Clear,"Dingling, Beijing",China,2013,8,22,6
Green District,94.0,8.0,11.32,18,Clear,"Dingling, Beijing",China,2013,8,22,7
Green District,97.0,10.0,11.24,21,Clear,"Dingling, Beijing",China,2013,8,22,8
Green District,99.0,13.0,10.83,22,Clear,"Dingling, Beijing",China,2013,8,22,9
Green District,99.0,12.0,10.42,21,Rainy,"Dingling, Beijing",China,2013,8,22,10
Green District,99.0,12.0,9.97,16,Rainy,"Dingling, Beijing",China,2013,8,22,11
Green District,105.0,24.0,10.83,25,Hot,"Dingling, Beijing",China,2013,8,22,12
Green District,92.0,37.0,11.19,29,Hot,"Dingling, Beijing",China,2013,8,22,13
Green District,99.0,35.0,10.83,30,Hot,"Dingling, Beijing",China,2013,8,22,14
Green District,98.0,29.0,11.76,28,Hot,"Dingling, Beijing",China,2013,8,22,15
Green District,87.0,20.0,12.15,24,Hot,"Dingling, Beijing",China,2013,8,22,16
Green District,58.0,12.0,18.07,20,Hot,"Dingling, Beijing",China,2013,8,22,17
Green District,74.0,34.0,10.75,28,Hot,"Dingling, Beijing",China,2013,8,22,18
Green District,77.0,49.0,11.76,33,Clear,"Dingling, Beijing",China,2013,8,22,19
Green District,80.0,36.0,11.63,29,Clear,"Dingling, Beijing",China,2013,8,22,20
Green District,71.0,40.0,11.95,32,Clear,"Dingling, Beijing",China,2013,8,22,21
Green District,89.0,38.0,11.15,31,Clear,"Dingling, Beijing",China,2013,8,22,22
Green District,73.0,24.0,14.49,25,Clear,"Dingling, Beijing",China,2013,8,22,23
Green District,73.0,24.0,15.23,24,Clear,"Dingling, Beijing",China,2013,8,23,0
Green District,48.0,10.0,17.65,17,Clear,"Dingling, Beijing",China,2013,8,23,1
Green District,43.0,7.0,16.95,17,Clear,"Dingling, Beijing",China,2013,8,23,2
Green District,44.0,8.0,16.67,17,Clear,"Dingling, Beijing",China,2013,8,23,3
Green District,44.0,7.0,17.44,17,Clear,"Dingling, Beijing",China,2013,8,23,4
Green District,41.0,7.0,19.11,17,Clear,"Dingling, Beijing",China,2013,8,23,5
Green District,32.0,5.0,21.9,14,Clear,"Dingling, Beijing",China,2013,8,23,6
Green District,31.0,11.0,19.87,16,Hot,"Dingling, Beijing",China,2013,8,23,7
Green District,31.0,14.0,17.54,17,Hot,"Dingling, Beijing",China,2013,8,23,8
Green District,23.0,14.0,18.18,17,Hot,"Dingling, Beijing",China,2013,8,23,9
Green District,29.0,23.0,17.54,23,Hot,"Dingling, Beijing",China,2013,8,23,10
Green District,28.0,16.0,22.56,19,Hot,"Dingling, Beijing",China,2013,8,23,11
Green District,12.0,5.0,24.19,13,Hot,"Dingling, Beijing",China,2013,8,23,12
Green District,17.0,3.0,22.39,10,Hot,"Dingling, Beijing",China,2013,8,23,13
Green District,17.0,2.0,17.54,7,Hot,"Dingling, Beijing",China,2013,8,23,16
Green District,18.0,3.0,18.99,7,Hot,"Dingling, Beijing",China,2013,8,23,17
Green District,18.0,5.0,18.52,8,Hot,"Dingling, Beijing",China,2013,8,23,18
Green District,16.0,6.0,18.99,8,Hot,"Dingling, Beijing",China,2013,8,23,19
Green District,18.0,6.0,18.75,8,Hot,"Dingling, Beijing",China,2013,8,23,20
Green District,18.0,5.0,20.83,8,Hot,"Dingling, Beijing",China,2013,8,23,21
Green District,20.0,4.0,20.55,7,Clear,"Dingling, Beijing",China,2013,8,23,22
Green District,14.0,3.0,23.62,9,Clear,"Dingling, Beijing",China,2013,8,23,23
Green District,15.0,5.0,24.0,9,Clear,"Dingling, Beijing",China,2013,8,24,0
Green District,16.0,5.0,22.39,9,Clear,"Dingling, Beijing",China,2013,8,24,1
Green District,13.0,6.0,23.44,10,Clear,"Dingling, Beijing",China,2013,8,24,2
Green District,12.0,5.0,24.0,9,Clear,"Dingling, Beijing",China,2013,8,24,3
Green District,17.0,5.0,21.74,11,Clear,"Dingling, Beijing",China,2013,8,24,4
Green District,16.0,5.0,21.9,11,Clear,"Dingling, Beijing",China,2013,8,24,5
Green District,14.0,2.0,24.59,10,Clear,"Dingling, Beijing",China,2013,8,24,6
Green District,11.0,7.0,25.0,12,Hot,"Dingling, Beijing",China,2013,8,24,7
Green District,13.0,10.0,26.09,13,Hot,"Dingling, Beijing",China,2013,8,24,8
Green District,13.0,11.0,21.74,13,Hot,"Dingling, Beijing",China,2013,8,24,9
Green District,13.0,11.0,19.74,15,Hot,"Dingling, Beijing",China,2013,8,24,10
Green District,18.0,15.0,19.74,17,Hot,"Dingling, Beijing",China,2013,8,24,11
Green District,18.0,8.0,19.74,10,Hot,"Dingling, Beijing",China,2013,8,24,12
Green District,24.0,9.0,14.29,11,Hot,"Dingling, Beijing",China,2013,8,24,13
Green District,3.0,6.0,27.52,8,Hot,"Dingling, Beijing",China,2013,8,24,14
Green District,3.0,3.0,25.21,5,Hot,"Dingling, Beijing",China,2013,8,24,15
Green District,3.0,3.0,24.59,5,Hot,"Dingling, Beijing",China,2013,8,24,16
Green District,17.0,2.0,22.22,5,Hot,"Dingling, Beijing",China,2013,8,24,17
Green District,17.0,4.0,18.75,6,Hot,"Dingling, Beijing",China,2013,8,24,18
Green District,15.0,7.0,21.43,7,Hot,"Dingling, Beijing",China,2013,8,24,19
Green District,19.0,8.0,20.83,7,Hot,"Dingling, Beijing",China,2013,8,24,20
Green District,18.0,7.0,19.35,7,Clear,"Dingling, Beijing",China,2013,8,24,21
Green District,18.0,6.0,19.35,6,Clear,"Dingling, Beijing",China,2013,8,24,22
Green District,19.0,6.0,23.08,6,Clear,"Dingling, Beijing",China,2013,8,24,23
Green District,17.0,6.0,22.9,6,Clear,"Dingling, Beijing",China,2013,8,25,0
Green District,14.0,6.0,25.64,6,Clear,"Dingling, Beijing",China,2013,8,25,1
Green District,16.0,5.0,23.81,8,Clear,"Dingling, Beijing",China,2013,8,25,2
Green District,10.0,3.0,22.56,9,Clear,"Dingling, Beijing",China,2013,8,25,3
Green District,13.0,3.0,24.79,10,Clear,"Dingling, Beijing",China,2013,8,25,4
Green District,16.0,3.0,21.58,10,Clear,"Dingling, Beijing",China,2013,8,25,5
Green District,15.0,3.0,20.69,10,Clear,"Dingling, Beijing",China,2013,8,25,6
Green District,19.0,8.0,19.35,14,Hot,"Dingling, Beijing",China,2013,8,25,7
Green District,19.0,14.0,16.39,17,Hot,"Dingling, Beijing",China,2013,8,25,8
Green District,19.0,15.0,20.13,16,Hot,"Dingling, Beijing",China,2013,8,25,9
Green District,23.0,18.0,17.54,18,Hot,"Dingling, Beijing",China,2013,8,25,10
Green District,30.0,20.0,16.67,19,Hot,"Dingling, Beijing",China,2013,8,25,11
Green District,33.0,14.0,16.04,15,Hot,"Dingling, Beijing",China,2013,8,25,12
Green District,32.0,11.0,17.14,15,Hot,"Dingling, Beijing",China,2013,8,25,13
Green District,33.0,10.0,17.75,13,Hot,"Dingling, Beijing",China,2013,8,25,14
Green District,39.0,15.0,15.0,16,Hot,"Dingling, Beijing",China,2013,8,25,15
Green District,30.0,15.0,15.71,16,Hot,"Dingling, Beijing",China,2013,8,25,16
Green District,27.0,11.0,17.75,13,Hot,"Dingling, Beijing",China,2013,8,25,17
Green District,30.0,16.0,17.44,14,Hot,"Dingling, Beijing",China,2013,8,25,18
Green District,34.0,16.0,14.42,16,Hot,"Dingling, Beijing",China,2013,8,25,19
Green District,29.0,12.0,17.54,13,Hot,"Dingling, Beijing",China,2013,8,25,20
Green District,27.0,10.0,18.63,13,Hot,"Dingling, Beijing",China,2013,8,25,21
Green District,29.0,10.0,17.86,13,Hot,"Dingling, Beijing",China,2013,8,25,22
Green District,29.0,9.0,17.86,12,Clear,"Dingling, Beijing",China,2013,8,25,23
Green District,29.0,8.0,17.65,12,Clear,"Dingling, Beijing",China,2013,8,26,0
Green District,29.0,15.0,17.75,14,Clear,"Dingling, Beijing",China,2013,8,26,1
Green District,31.0,12.0,17.34,13,Clear,"Dingling, Beijing",China,2013,8,26,2
Green District,33.0,8.0,17.86,12,Clear,"Dingling, Beijing",China,2013,8,26,3
Green District,29.0,6.0,18.87,11,Clear,"Dingling, Beijing",China,2013,8,26,4
Green District,31.0,5.0,18.63,11,Clear,"Dingling, Beijing",China,2013,8,26,5
Green District,26.0,5.0,22.73,11,Hot,"Dingling, Beijing",China,2013,8,26,6
Green District,21.0,9.0,19.87,12,Hot,"Dingling, Beijing",China,2013,8,26,7
Green District,17.0,9.0,20.13,12,Hot,"Dingling, Beijing",China,2013,8,26,8
Green District,21.0,5.0,19.61,9,Hot,"Dingling, Beijing",China,2013,8,26,9
Green District,3.0,2.0,27.52,7,Hot,"Dingling, Beijing",China,2013,8,26,11
Green District,20.0,5.0,15.46,9,Hot,"Dingling, Beijing",China,2013,8,26,12
Green District,3.0,4.0,27.52,7,Hot,"Dingling, Beijing",China,2013,8,26,13
Green District,15.0,3.0,24.79,7,Hot,"Dingling, Beijing",China,2013,8,26,14
Green District,17.0,4.0,21.74,7,Hot,"Dingling, Beijing",China,2013,8,26,15
Green District,15.0,5.0,20.98,8,Hot,"Dingling, Beijing",China,2013,8,26,16
Green District,23.0,9.0,16.57,11,Hot,"Dingling, Beijing",China,2013,8,26,17
Green District,41.0,14.0,12.88,19,Hot,"Dingling, Beijing",China,2013,8,26,18
Green District,67.0,18.0,10.6,36,Windy,"Dingling, Beijing",China,2013,8,26,19
Green District,111.0,22.0,7.06,44,Hot,"Dingling, Beijing",China,2013,8,26,20
Green District,107.0,17.0,8.33,31,Hot,"Dingling, Beijing",China,2013,8,26,21
Green District,94.0,13.0,9.9,25,Hot,"Dingling, Beijing",China,2013,8,26,22
Green District,83.0,12.0,10.79,23,Windy,"Dingling, Beijing",China,2013,8,26,23
Green District,67.0,13.0,11.58,20,Clear,"Dingling, Beijing",China,2013,8,27,0
Green District,80.0,11.0,11.03,16,Clear,"Dingling, Beijing",China,2013,8,27,1
Green District,78.0,10.0,12.71,16,Windy,"Dingling, Beijing",China,2013,8,27,2
Green District,78.0,11.0,12.99,18,Clear,"Dingling, Beijing",China,2013,8,27,3
Green District,57.0,14.0,16.04,19,Clear,"Dingling, Beijing",China,2013,8,27,4
Green District,46.0,11.0,16.57,19,Clear,"Dingling, Beijing",China,2013,8,27,5
Green District,45.0,16.0,17.34,21,Clear,"Dingling, Beijing",China,2013,8,27,6
Green District,45.0,16.0,15.23,24,Clear,"Dingling, Beijing",China,2013,8,27,7
Green District,55.0,15.0,13.82,22,Clear,"Dingling, Beijing",China,2013,8,27,8
Green District,55.0,12.0,13.82,21,Clear,"Dingling, Beijing",China,2013,8,27,9
Green District,55.0,14.0,16.48,24,Clear,"Dingling, Beijing",China,2013,8,27,10
Green District,60.0,16.0,14.56,26,Clear,"Dingling, Beijing",China,2013,8,27,11
Green District,67.0,21.0,14.35,29,Clear,"Dingling, Beijing",China,2013,8,27,12
Green District,75.0,24.0,12.88,32,Clear,"Dingling, Beijing",China,2013,8,27,13
Green District,86.0,24.0,11.76,33,Clear,"Dingling, Beijing",China,2013,8,27,14
Green District,79.0,23.0,11.11,33,Clear,"Dingling, Beijing",China,2013,8,27,15
Green District,103.0,25.0,9.49,35,Clear,"Dingling, Beijing",China,2013,8,27,16
Green District,99.0,24.0,9.38,35,Clear,"Dingling, Beijing",China,2013,8,27,17
